action,module_idx,num_modules,cold_start_time,exec_time,input_shape,input_bytes,file_size
cold_start,0,55,0.32596778869628906,0.00017595291137695312,[1],72,131598454
cold_start,1,55,0.4778409004211426,0.001825571060180664,[1],72,201364807
cold_start,2,55,0.4800992012023926,0.0012714862823486328,[1],72,201363325
cold_start,3,55,0.4702637195587158,0.0014252662658691406,[1],72,201363325
cold_start,4,55,0.46907758712768555,0.001256704330444336,[1],72,201363425
cold_start,5,55,0.4751889705657959,0.0012657642364501953,[1],72,201363425
cold_start,6,55,0.46749281883239746,0.0013289451599121094,[1],72,201363425
cold_start,7,55,0.4640018939971924,0.0012431144714355469,[1],72,201363425
cold_start,8,55,0.46950840950012207,0.0013256072998046875,[1],72,201363425
cold_start,9,55,0.4764127731323242,0.0014643669128417969,[1],72,201363425
cold_start,10,55,0.4722616672515869,0.0012028217315673828,[1],72,201363921
cold_start,11,55,0.4721684455871582,0.0012178421020507812,[1],72,201363921
cold_start,12,55,0.4641759395599365,0.0014216899871826172,[1],72,201363921
cold_start,13,55,0.47118067741394043,0.0011889934539794922,[1],72,201363921
cold_start,14,55,0.47087645530700684,0.0011897087097167969,[1],72,201363921
cold_start,15,55,0.4720485210418701,0.0012447834014892578,[1],72,201363921
cold_start,16,55,0.48593878746032715,0.00125885009765625,[1],72,201363921
cold_start,17,55,0.49320387840270996,0.0012803077697753906,[1],72,201363921
cold_start,18,55,0.493497371673584,0.0012135505676269531,[1],72,201363921
cold_start,19,55,0.4727044105529785,0.0012216567993164062,[1],72,201363921
cold_start,20,55,0.48861002922058105,0.0013246536254882812,[1],72,201363921
cold_start,21,55,0.48688316345214844,0.001220703125,[1],72,201363921
cold_start,22,55,0.4807860851287842,0.0013458728790283203,[1],72,201363921
cold_start,23,55,0.4731276035308838,0.0016300678253173828,[1],72,201363921
cold_start,24,55,0.4662299156188965,0.0011947154998779297,[1],72,201363921
cold_start,25,55,0.0010635852813720703,0.0002658367156982422,[1],72,7036
cold_start,26,55,0.0006198883056640625,6.008148193359375e-05,[1],72,1961
cold_start,27,55,0.3205142021179199,0.00015354156494140625,[1],72,131598628
cold_start,28,55,0.6288549900054932,0.0017867088317871094,[1],72,268493031
cold_start,29,55,0.6129205226898193,0.001230001449584961,[1],72,268485465
cold_start,30,55,0.6118793487548828,0.0012080669403076172,[1],72,268485465
cold_start,31,55,0.5556313991546631,0.0012335777282714844,[1],72,268485581
cold_start,32,55,0.5906672477722168,0.0011980533599853516,[1],72,268485581
cold_start,33,55,0.5953779220581055,0.0013866424560546875,[1],72,268485581
cold_start,34,55,0.6043534278869629,0.001209259033203125,[1],72,268485581
cold_start,35,55,0.6175253391265869,0.0015139579772949219,[1],72,268485581
cold_start,36,55,0.6182632446289062,0.001232147216796875,[1],72,268485581
cold_start,37,55,0.5940365791320801,0.001245737075805664,[1],72,268485581
cold_start,38,55,0.5929439067840576,0.001302480697631836,[1],72,268485581
cold_start,39,55,0.5914566516876221,0.0012218952178955078,[1],72,268485581
cold_start,40,55,0.7349016666412354,0.002022981643676758,[1],72,268485581
cold_start,41,55,0.7496397495269775,0.0021886825561523438,[1],72,268485581
cold_start,42,55,0.6507339477539062,0.0017504692077636719,[1],72,268485581
cold_start,43,55,0.6293387413024902,0.0015499591827392578,[1],72,268485581
cold_start,44,55,0.5694665908813477,0.0016093254089355469,[1],72,268485581
cold_start,45,55,0.611870288848877,0.00185394287109375,[1],72,268485581
cold_start,46,55,0.6145977973937988,0.0014126300811767578,[1],72,268485581
cold_start,47,55,0.6009695529937744,0.0012655258178710938,[1],72,268485581
cold_start,48,55,0.6015782356262207,0.0013952255249023438,[1],72,268485581
cold_start,49,55,0.6377573013305664,0.0012645721435546875,[1],72,268485581
cold_start,50,55,0.6202607154846191,0.0015425682067871094,[1],72,268485581
cold_start,51,55,0.6167051792144775,0.001300811767578125,[1],72,268485581
cold_start,52,55,0.0010745525360107422,0.0001461505889892578,[1],72,7038
cold_start,53,55,0.0006237030029296875,1.7404556274414062e-05,[1],72,1963
cold_start,54,55,0.3243827819824219,0.00017118453979492188,[1],72,131598566
cold_start,0,55,0.3236968517303467,0.00014352798461914062,[1],72,131598624
cold_start,1,55,0.4687473773956299,0.001605987548828125,[1],72,201371255
cold_start,2,55,0.4676175117492676,0.0013532638549804688,[1],72,201363461
cold_start,3,55,0.4671471118927002,0.0011699199676513672,[1],72,201363461
cold_start,4,55,0.47365283966064453,0.001173257827758789,[1],72,201363461
cold_start,5,55,0.4763364791870117,0.0012106895446777344,[1],72,201363461
cold_start,6,55,0.4746685028076172,0.0011746883392333984,[1],72,201363461
cold_start,7,55,0.4749267101287842,0.0012509822845458984,[1],72,201363461
cold_start,8,55,0.47570347785949707,0.0012366771697998047,[1],72,201363461
cold_start,9,55,0.4724740982055664,0.0011703968048095703,[1],72,201363461
cold_start,10,55,0.5020041465759277,0.0012226104736328125,[1],72,201364021
cold_start,11,55,0.4939301013946533,0.001177072525024414,[1],72,201364021
cold_start,12,55,0.4873161315917969,0.0015377998352050781,[1],72,201363957
cold_start,13,55,0.4725778102874756,0.0011761188507080078,[1],72,201363957
cold_start,14,55,0.4732177257537842,0.001176595687866211,[1],72,201364021
cold_start,15,55,0.5069587230682373,0.0013079643249511719,[1],72,201363957
cold_start,16,55,0.47347187995910645,0.0011708736419677734,[1],72,201364021
cold_start,17,55,0.4844541549682617,0.0013608932495117188,[1],72,201364021
cold_start,18,55,0.49619364738464355,0.0013947486877441406,[1],72,201363957
cold_start,19,55,0.5297641754150391,0.0015227794647216797,[1],72,201363957
cold_start,20,55,0.4984598159790039,0.001318216323852539,[1],72,201363957
cold_start,21,55,0.4983799457550049,0.001955747604370117,[1],72,201364021
cold_start,22,55,0.4945411682128906,0.0013670921325683594,[1],72,201364021
cold_start,23,55,0.5193901062011719,0.002043485641479492,[1],72,201363957
cold_start,24,55,0.4914360046386719,0.0013418197631835938,[1],72,201363957
cold_start,25,55,0.001028299331665039,0.0005156993865966797,[1],72,7038
cold_start,26,55,0.0006840229034423828,3.528594970703125e-05,[1],72,1963
cold_start,27,55,0.3214530944824219,0.0001742839813232422,[1],72,131598630
cold_start,28,55,0.5946171283721924,0.0018084049224853516,[1],72,268493125
cold_start,29,55,0.6068224906921387,0.0012667179107666016,[1],72,268485581
cold_start,30,55,0.5907008647918701,0.0012314319610595703,[1],72,268485581
cold_start,31,55,0.5896527767181396,0.0012791156768798828,[1],72,268485581
cold_start,32,55,0.6074004173278809,0.001341104507446289,[1],72,268485581
cold_start,33,55,0.5957193374633789,0.0012371540069580078,[1],72,268485581
cold_start,34,55,0.6572160720825195,0.0013320446014404297,[1],72,268485581
cold_start,35,55,0.6036844253540039,0.0011577606201171875,[1],72,268485581
cold_start,36,55,0.6241281032562256,0.001760721206665039,[1],72,268485581
cold_start,37,55,0.6052889823913574,0.0014774799346923828,[1],72,268485581
cold_start,38,55,0.6117954254150391,0.0011827945709228516,[1],72,268485581
cold_start,39,55,0.6095120906829834,0.0012679100036621094,[1],72,268485581
cold_start,40,55,0.5938334465026855,0.0011556148529052734,[1],72,268485581
cold_start,41,55,0.6056859493255615,0.0012004375457763672,[1],72,268485581
cold_start,42,55,0.6187968254089355,0.0011556148529052734,[1],72,268485581
cold_start,43,55,0.6091692447662354,0.0011742115020751953,[1],72,268485581
cold_start,44,55,0.603236198425293,0.0014128684997558594,[1],72,268485581
cold_start,45,55,0.635040283203125,0.0019068717956542969,[1],72,268485581
cold_start,46,55,0.6973831653594971,0.0013091564178466797,[1],72,268485581
cold_start,47,55,0.5983834266662598,0.0013959407806396484,[1],72,268485581
cold_start,48,55,0.5990641117095947,0.0013759136199951172,[1],72,268485581
cold_start,49,55,0.6779186725616455,0.0012311935424804688,[1],72,268485581
cold_start,50,55,0.6198265552520752,0.001361846923828125,[1],72,268485581
cold_start,51,55,0.6024255752563477,0.0011916160583496094,[1],72,268485581
cold_start,52,55,0.0010306835174560547,0.00014162063598632812,[1],72,7038
cold_start,53,55,0.0007708072662353516,2.0503997802734375e-05,[1],72,1963
cold_start,54,55,0.3220393657684326,0.00016689300537109375,[1],72,131598566
cold_start,0,55,0.3245234489440918,0.00014710426330566406,[1],72,131598624
cold_start,1,55,0.4574575424194336,0.0021753311157226562,[1],72,201371255
cold_start,2,55,0.4364020824432373,0.0014641284942626953,[1],72,201363525
cold_start,3,55,0.45241522789001465,0.0013785362243652344,[1],72,201363461
cold_start,4,55,0.47014808654785156,0.0014183521270751953,[1],72,201363461
cold_start,5,55,0.4626588821411133,0.0015842914581298828,[1],72,201363461
cold_start,6,55,0.47588586807250977,0.0015065670013427734,[1],72,201363461
cold_start,7,55,0.4371464252471924,0.002126932144165039,[1],72,201363461
cold_start,8,55,0.43129515647888184,0.0014760494232177734,[1],72,201363461
cold_start,9,55,0.43355655670166016,0.0019769668579101562,[1],72,201363461
cold_start,10,55,0.43016600608825684,0.0015730857849121094,[1],72,201363957
cold_start,11,55,0.49567294120788574,0.0014629364013671875,[1],72,201364021
cold_start,12,55,0.4296281337738037,0.0016009807586669922,[1],72,201363957
cold_start,13,55,0.4356958866119385,0.0016744136810302734,[1],72,201363957
cold_start,14,55,0.4329242706298828,0.0013709068298339844,[1],72,201364021
cold_start,15,55,0.43227458000183105,0.00146484375,[1],72,201364021
cold_start,16,55,0.4296410083770752,0.0017580986022949219,[1],72,201364021
cold_start,17,55,0.5190625190734863,0.0022754669189453125,[1],72,201363957
cold_start,18,55,0.43407106399536133,0.0019435882568359375,[1],72,201363957
cold_start,19,55,0.4575333595275879,0.002300739288330078,[1],72,201363957
cold_start,20,55,0.5344452857971191,0.0017180442810058594,[1],72,201363957
cold_start,21,55,0.4735383987426758,0.0012888908386230469,[1],72,201364021
cold_start,22,55,0.47677040100097656,0.0013365745544433594,[1],72,201363957
