x,percent_benefit,num_partitions,num_cuts,total_modules,best_val,base_val,partitions,C,E,N,I,Wb,IN
1,89.17263127850407,13,12,40,0.7054261345330533,6.515213000297546,"[1, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 36]",0.6271694078445434,0.006013383865356258,0.0010268714226804125,0.07825672668850975,0.006013383865356258,0.011297190136082474
3000,58.75426916608918,13,12,40,3.709111375278508,8.992715852737428,"[1, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 36]",0.6271694078445434,0.006013383865356258,0.0010268714226804125,0.07825672668850975,0.006013383865356258,0.011297190136082474
