x,percent_benefit,num_partitions,num_cuts,total_modules,best_val,base_val,partitions,C,E,N,I,Wb,IN
1,59.62741714459266,3,2,15,0.39985464395169523,0.9904113526344287,"[1, 7]",0.3837200798988342,0.007317095279693237,0.0006186564618556701,0.016134564052861018,0.007317095279693237,0.0012373129237113402
2,59.62741714459266,3,2,15,0.39985464395169523,0.9904113526344287,"[1, 7]",0.3837200798988342,0.007317095279693237,0.0006186564618556701,0.016134564052861018,0.007317095279693237,0.0012373129237113402
3,59.62741714459266,3,2,15,0.39985464395169523,0.9904113526344287,"[1, 7]",0.3837200798988342,0.007317095279693237,0.0006186564618556701,0.016134564052861018,0.007317095279693237,0.0012373129237113402
5,59.62741714459266,3,2,15,0.39985464395169523,0.9904113526344286,"[1, 7]",0.3837200798988342,0.007317095279693237,0.0006186564618556701,0.016134564052861018,0.007317095279693237,0.0012373129237113402
9,59.299064451756486,3,2,15,0.4031066862982256,0.9904113526344285,"[1, 7]",0.3837200798988342,0.007317095279693237,0.0006186564618556701,0.016134564052861018,0.007317095279693237,0.0012373129237113402
17,58.78771847175529,3,2,15,0.40889340870896346,0.9921639704143284,"[1, 7]",0.3837200798988342,0.007317095279693237,0.0006186564618556701,0.016134564052861018,0.007317095279693237,0.0012373129237113402
33,57.97386143716716,5,4,15,0.42021575429209246,0.9998914215347962,"[1, 4, 7, 10]",0.3837200798988342,0.003824759483337181,0.0006186564618556701,0.01737187697657236,0.003824759483337181,0.0024746258474226805
65,56.614365514580754,5,4,15,0.440634085687754,1.0156220853145281,"[1, 4, 7, 10]",0.3837200798988342,0.003824759483337181,0.0006186564618556701,0.01737187697657236,0.003824759483337181,0.0024746258474226805
129,54.02991998814461,5,4,15,0.48141190602548745,1.0472287755456038,"[1, 4, 7, 10]",0.3837200798988342,0.003824759483337181,0.0006186564618556701,0.01737187697657236,0.003824759483337181,0.0024746258474226805
257,49.81801689885212,14,13,15,0.557337538371945,1.1106327489062429,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.3837200798988342,0.0011771693229674785,0.0006186564618556701,0.02293978513327339,0.0011771693229674785,0.008042534004123712
