unix,cpu_util,cpu_freq_current,cpu_freq_min,cpu_freq_max,memory_available,memory_total,disk_free,disk_total,net_speed,net_speed_used,net_byte_recv,net_byte_sent,net_util,gpu_util,gpu_memory_util,gpu_memory_total,gpu_memory_used
1668652215.0410047,11.1,833966.6750000003,800,3000,196154576896,201420431360,457564606464,499999834112,25000000000,0,870160017581,36712089536605,0,0,0,23040,0
1668652216.1285684,0.1,801254.85,800,3000,196154236928,201420431360,457564606464,499999834112,25000000000,54985.28231379833,870160022068,36712089539593,0.00021994112925500001,0,0,23040,0
1668652217.1093717,0.4,835034.0249999999,800,3000,196154793984,201420431360,457564606464,499999834112,25000000000,79967.10848860187,870160027210,36712089544255,0.000319868433954,0,0,23040,0
1668652218.1108215,1.1,886268.7,800,3000,196105150464,201420431360,457564606464,499999834112,25000000000,180050.95791171523,870160030361,36712089563643,0.0007202038316460001,0,0,23040,0
1668652219.108497,8.4,1751082.7750000004,800,3000,196060225536,201420431360,457564606464,499999834112,25000000000,71037.1315767463,870160035839,36712089567024,0.00028414852630600005,0,0,23040,0
1668652220.1125197,0.4,933840.9749999999,800,3000,196056297472,201420431360,457564606464,499999834112,25000000000,34604.7905789759,870160038858,36712089568348,0.00013841916231500001,0,0,23040,0
1668652221.1335447,1,827008.7,800,3000,196033990656,201420431360,457564606464,499999834112,25000000000,50224.04240150996,870160043540,36712089570076,0.000200896169606,0,0,23040,2
1668652222.1078656,10.3,1739789.3250000002,800,3000,195884539904,201420431360,457564606464,499999834112,25000000000,141908.07323255186,870160051879,36712089579020,0.00056763229293,0,0,23040,2
1668652223.1281788,1.4,1000238.3999999999,800,3000,195848585216,201420431360,457564606464,499999834112,25000000000,2490707789.7612357,870318883370,36712248410303,9.962831159044942,0,0,23040,2
1668652224.1106665,0.30000000000000004,917405.125,800,3000,195861323776,201420431360,457564606464,499999834112,25000000000,12751.30495150032,870318884272,36712248410967,5.1005219806001285e-05,0,0,23040,2
1668652225.1320946,0.2,836627.7750000001,800,3000,195861336064,201420431360,457564606464,499999834112,25000000000,7550.21321419735,870318884780,36712248411423,3.0200852856789394e-05,0,0,23040,2
1668652226.112606,0.4,882078.6249999999,800,3000,195861467136,201420431360,457564606464,499999834112,25000000000,10892.274895241726,870318885533,36712248412005,4.35690995809669e-05,0,0,23040,2
1668652227.13227,0.1,836547.4,800,3000,195861987328,201420431360,457564606464,499999834112,25000000000,54292.39174042346,870318888961,36712248415497,0.000217169566961,0,0,23040,2
1668652228.11978,8.2,1689754.6500000001,800,3000,195787100160,201420431360,457564606464,499999834112,25000000000,148340.78141884544,870318891690,36712248431079,0.000593363125675,0,0,23040,2
