unix,cpu_freq_current,cpu_freq_min,cpu_freq_max,memory_available,memory_total,disk_free,disk_total,net_speed,net_speed_used,net_byte_recv,net_byte_sent,net_util,gpu_util,gpu_memory_util,gpu_memory_total,gpu_memory_used
1668553371.2991848,834260.2499999999,800,3000,195968311296,201420431360,457592688640,499999834112,25000000000,0,843979435921,36701542704212,0,0,0,23040,0
1668553372.3981683,812631.15,800,3000,195967016960,201420431360,457592688640,499999834112,25000000000,166306.40554458418,843979446569,36701542716410,0.0006652256221780001,0,0,23040,0
1668553373.3788297,837124.075,800,3000,195966554112,201420431360,457592688640,499999834112,25000000000,40796.956337559735,843979449814,36701542718166,0.00016318782535,0,0,23040,0
1668553374.4020004,800764.725,800,3000,195966619648,201420431360,457592688640,499999834112,25000000000,19562.717943352527,843979450968,36701542719514,7.825087177341011e-05,0,0,23040,0
1668553375.3781383,824525.4249999996,800,3000,195967168512,201420431360,457592688640,499999834112,25000000000,10137.912110710247,843979451735,36701542719984,4.0551648442840986e-05,0,0,23040,0
1668553376.399911,870861.8250000002,800,3000,195900805120,201420431360,457592688640,499999834112,25000000000,88716.41102336299,843979455252,36701542727798,0.000354865644093,0,0,23040,0
1668553377.382202,1680138.9750000003,800,3000,195861381120,201420431360,457592688640,499999834112,25000000000,84496.34723267591,843979460409,36701542733016,0.00033798538893000003,0,0,23040,0
1668553378.3839705,1034821.1749999998,800,3000,195797848064,201420431360,457592688640,499999834112,25000000000,2536804195.9537163,844138291334,36701701563436,10.147216783814866,0,0,23040,2
1668553379.4059474,800485.675,800,3000,195797942272,201420431360,457592688640,499999834112,25000000000,21816.539060236344,844138292669,36701701564888,8.72661562409454e-05,0,0,23040,2
1668553380.3860085,828298.8499999999,800,3000,195797610496,201420431360,457592688640,499999834112,25000000000,4489.5162204543585,844138292979,36701701565128,1.795806488181743e-05,0,0,23040,2
1668553381.4058576,800505.125,800,3000,195798482944,201420431360,457592688640,499999834112,25000000000,82498.48250859077,844138301992,36701701566632,0.000329993930034,0,0,23040,2
1668553382.3880365,825180.775,800,3000,195798122496,201420431360,457592688640,499999834112,25000000000,121297.65441866686,844138306828,36701701576688,0.00048519061767400004,0,0,23040,2
1668553383.3881445,1649519.875,800,3000,195728175104,201420431360,457592688640,499999834112,25000000000,31356.61337235983,844138308496,36701701578940,0.000125426453489,0,0,23040,2
