unix,cpu_freq_current,cpu_freq_min,cpu_freq_max,memory_available,memory_total,disk_free,disk_total,net_speed,net_speed_used,net_byte_recv,net_byte_sent,net_util,gpu_util,gpu_memory_util,gpu_memory_total,gpu_memory_used
1668553276.542964,907900.5499999999,800,3000,195902377984,201420431360,457592688640,499999834112,25000000000,0,843502538195,36701065516149,0,0,0,23040,0
1668553277.6456845,800445.1250000001,800,3000,195970318336,201420431360,457592688640,499999834112,25000000000,53750.70115380167,843502542544,36701065519209,0.000215002804615,0,0,23040,0
1668553278.6262438,849065.4750000001,800,3000,195932557312,201420431360,457592688640,499999834112,25000000000,52680.13613812998,843502546060,36701065522150,0.00021072054455200002,0,0,23040,0
1668553279.626746,855674.7749999997,800,3000,195970371584,201420431360,457592688640,499999834112,25000000000,28537.67096351405,843502548003,36701065523776,0.00011415068385400001,0,0,23040,0
1668553280.6270816,1406254.6750000003,800,3000,195910332416,201420431360,457592688640,499999834112,25000000000,52190.480002440585,843502551151,36701065527154,0.00020876192000900002,0,0,23040,0
1668553281.6294062,1052161.475,800,3000,195796779008,201420431360,457592688640,499999834112,25000000000,2535518038.5715847,843661389181,36701224365631,10.142072154286339,0,0,23040,2
1668553282.6303713,832101.5000000001,800,3000,195796037632,201420431360,457592688640,499999834112,25000000000,13714.763629157345,843661389679,36701224366849,5.485905451662938e-05,0,0,23040,2
1668553283.6467304,809758.7249999999,800,3000,195796447232,201420431360,457592688640,499999834112,25000000000,33688.88054405913,843661392215,36701224368593,0.00013475552217600002,0,0,23040,2
1668553284.6289723,829057.6000000001,800,3000,195796246528,201420431360,457592688640,499999834112,25000000000,21306.361153069516,843661393869,36701224369555,8.522544461227806e-05,0,0,23040,2
1668553285.6538048,800527.8249999998,800,3000,195795226624,201420431360,457592688640,499999834112,25000000000,122782.99291164578,843661400320,36701224378833,0.000491131971646,0,0,23040,2
1668553286.6341538,896836.6750000002,800,3000,195782602752,201420431360,457592688640,499999834112,25000000000,12909.68744336535,843661401728,36701224379007,5.1638749773461405e-05,0,0,23040,2
1668553287.6346438,1666652.5999999999,800,3000,195679436800,201420431360,457592688640,499999834112,25000000000,86237.74779993799,843661404085,36701224387435,0.000344950991199,0,0,23040,2
1668553288.6294737,2118581.9249999993,800,3000,195414540288,201420431360,457592688640,499999834112,25000000000,29110.504419406614,843661406505,36701224388635,0.00011644201767700001,0,0,23040,2
