x,percent_benefit,num_partitions,num_cuts,total_modules,best_val,base_val,partitions,C,E,N,I,Wb,IN
1,60.47083734429226,3,2,15,0.3860408292683019,0.9765975379510354,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
2,60.47083734429226,3,2,15,0.3860408292683019,0.9765975379510354,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
3,60.47083734429226,3,2,15,0.3860408292683019,0.9765975379510353,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
5,60.47083734429226,3,2,15,0.3860408292683019,0.9765975379510354,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
9,60.44268261147692,3,2,15,0.3863157876957934,0.9765975379510355,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
17,60.397752536713845,3,2,15,0.3868050519564766,0.9767250010623006,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
33,60.32032385063448,3,2,15,0.3877843156608041,0.9772869975074251,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
65,60.16553545397727,3,2,15,0.3897527680394358,0.9784310457823154,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
129,59.854985321207096,3,2,15,0.3937140877099225,0.980729714162757,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
257,59.239242838892395,3,2,15,0.401632416441217,0.985340912225349,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
513,58.0257844359618,3,2,15,0.41746930110537933,0.9945851173048488,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
1025,55.66529710598683,3,2,15,0.4491437883775807,1.013074993310109,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
2049,51.19359498232671,3,2,15,0.5124943308439718,1.0500554807476445,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
2524,49.22454728423216,3,2,15,0.5418804900535592,1.067209568936612,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
2525,49.22048197602962,3,2,15,0.5419422576559315,1.0672457690522164,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
2762,48.261554160649716,3,2,15,0.5566045501950593,1.075804541797286,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
2763,48.25754678989191,3,2,15,0.5566664157926046,1.0758407869301752,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
2881,47.78581012528366,3,2,15,0.5639665135926768,1.080102008564852,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
2882,47.78183163966389,3,2,15,0.5640284221414986,1.0801382734250087,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
2940,47.55133921052771,3,2,15,0.5676165008229412,1.082232591412278,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
2941,47.54737365029566,3,2,15,0.5676784506114542,1.082268877876034,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
2970,47.43247071360272,3,2,15,0.5694724702085082,1.083316027858035,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
2971,47.428513094880245,3,2,15,0.5695344191473847,1.0833523125858548,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
2985,47.37312558185936,3,2,15,0.5704004549012917,1.083857746080913,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
2986,47.36917192485655,3,2,15,0.570462403421752,1.083894029953845,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
2992,47.34547286995346,3,2,15,0.5708336384867153,1.0841112238589974,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
2993,47.34152047551726,3,2,15,0.5708955040914502,1.0841473381813487,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
2996,47.3296616541727,3,2,15,0.5710810596069914,1.0842555364982465,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
2997,47.32570182278114,3,2,15,0.5711429665106661,1.084291554467602,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
2998,47.32174489584152,3,2,15,0.571204832115539,1.084327548408959,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
2999,47.31779087015948,3,2,15,0.5712666564629229,1.084363518346354,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
3000,47.31383974254532,3,2,15,0.5713284395940752,1.0843994643037906,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
3001,47.30989004125627,3,2,15,0.5713903877003023,1.0844357473303814,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
3002,47.30594323537229,3,2,15,0.5714522945353061,1.0844720061844026,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
3004,47.29805829709369,3,2,15,0.5715759845565088,1.0845444514712985,"[1, 7]",0.3837200798988342,0.00053215238397769,0.0006186564618556701,0.002320749369467681,0.0006186564618556701,0.0012373129237113402
