x,percent_benefit,num_partitions,num_cuts,total_modules,best_val,base_val,partitions,C,E,N,I,Wb,IN
43,86.42182603604755,15,14,31,0.6083034895019477,4.480009544117501,"[1, 2, 4, 5, 6, 7, 9, 11, 13, 15, 17, 21, 24, 27]",0.49890206670761106,0.005587666034698389,0.0008282534268041238,0.052095359508243885,0.005587666034698389,0.001715552989690722
44,86.39387706186095,15,14,31,0.6096679195801881,4.4808350060636295,"[1, 2, 4, 5, 6, 7, 9, 11, 13, 15, 17, 21, 24, 27]",0.49890206670761106,0.005587666034698389,0.0008282534268041238,0.052095359508243885,0.005587666034698389,0.001715552989690722
45,86.36440922831763,15,14,31,0.6110958786779442,4.481623780812153,"[1, 2, 4, 5, 6, 7, 9, 11, 13, 15, 17, 21, 24, 27]",0.49890206670761106,0.005587666034698389,0.0008282534268041238,0.052095359508243885,0.005587666034698389,0.001715552989690722
47,86.3066114141866,15,14,31,0.613888390734056,4.483100635660451,"[1, 2, 4, 5, 6, 7, 9, 11, 13, 15, 17, 21, 24, 27]",0.49890206670761106,0.005587666034698389,0.0008282534268041238,0.052095359508243885,0.005587666034698389,0.001715552989690722
51,86.19005328787662,15,14,31,0.6194737256606881,4.485706850098623,"[1, 2, 4, 5, 6, 7, 9, 11, 13, 15, 17, 21, 24, 27]",0.49890206670761106,0.005587666034698389,0.0008282534268041238,0.052095359508243885,0.005587666034698389,0.001715552989690722
59,85.9540059865712,15,14,31,0.6306453437613015,4.489859123949271,"[1, 2, 4, 5, 6, 7, 9, 11, 13, 15, 17, 21, 24, 27]",0.49890206670761106,0.005587666034698389,0.0008282534268041238,0.052095359508243885,0.005587666034698389,0.001715552989690722
75,85.50274534614468,15,14,31,0.6529909569025495,4.5042387161827016,"[1, 2, 4, 5, 6, 7, 9, 11, 13, 15, 17, 21, 24, 27]",0.49890206670761106,0.005587666034698389,0.0008282534268041238,0.052095359508243885,0.005587666034698389,0.001715552989690722
107,84.59687260308678,15,14,31,0.6976867149211613,4.529513370518362,"[1, 2, 4, 5, 6, 7, 9, 11, 13, 15, 17, 21, 24, 27]",0.49890206670761106,0.005587666034698389,0.0008282534268041238,0.052095359508243885,0.005587666034698389,0.001715552989690722
171,82.8179432026689,15,14,31,0.787084485284252,4.580851376341104,"[1, 2, 4, 5, 6, 7, 9, 11, 13, 15, 17, 21, 24, 27]",0.49890206670761106,0.005587666034698389,0.0008282534268041238,0.052095359508243885,0.005587666034698389,0.001715552989690722
299,79.32324725083716,14,13,31,0.968565000321128,4.684318722921051,"[1, 2, 4, 6, 7, 9, 11, 13, 15, 17, 21, 24, 27]",0.49890206670761106,0.005623787879943751,0.0008282534268041238,0.05209198136391399,0.005623787879943751,0.001712174845360825
555,72.86912255205716,15,14,31,1.327205537436831,4.891863670769206,"[1, 3, 4, 5, 6, 7, 9, 11, 13, 15, 17, 21, 24, 27]",0.5034377069473266,0.005587666034698389,0.0008282534268041238,0.05127048422576966,0.005587666034698389,0.000890677707216495
1067,64.94939229797772,10,9,31,1.860471739600827,5.307958582108936,"[1, 5, 7, 9, 11, 13, 17, 22, 26]",0.7136743865013121,0.006177905559539598,0.0008282534268041238,0.05124683721546038,0.006177905559539598,0.0008670306969072167
2091,52.52679110980942,10,9,31,2.914832358436551,6.139952252182483,"[1, 5, 7, 9, 11, 13, 17, 22, 26]",0.7136743865013121,0.006177905559539598,0.0008282534268041238,0.05124683721546038,0.006177905559539598,0.0008670306969072167
2545,48.03502394115864,10,9,31,3.3822946882643046,6.508796779651048,"[1, 5, 7, 9, 11, 13, 17, 22, 26]",0.7136743865013121,0.006177905559539598,0.0008282534268041238,0.05124683721546038,0.006177905559539598,0.0008670306969072167
