unix,cpu_freq_current,cpu_freq_min,cpu_freq_max,memory_available,memory_total,disk_free,disk_total,net_speed,net_speed_used,net_byte_recv,net_byte_sent,net_util,gpu_util,gpu_memory_util,gpu_memory_total,gpu_memory_used
1668552758.6300173,816856.325,800,3000,195970371584,201420431360,457592700928,499999834112,25000000000,0,842229566708,36699791370500,0,0,0,23040,0
1668552759.7217717,800591.9249999999,800,3000,195966746624,201420431360,457592700928,499999834112,25000000000,119763.19548562507,842229574068,36699791379484,0.000479052781942,0,0,23040,0
1668552760.7040188,876083.475,800,3000,195967627264,201420431360,457592700928,499999834112,25000000000,164651.03095239308,842229583100,36699791390668,0.0006586041238090001,0,0,23040,0
1668552761.705127,834114.4500000001,800,3000,195967787008,201420431360,457592700928,499999834112,25000000000,48130.663064497996,842229585491,36699791394300,0.00019252265225700002,0,0,23040,0
1668552762.726201,800592.95,800,3000,195967504384,201420431360,457592700928,499999834112,25000000000,25949.146223114185,842229587283,36699791395820,0.000103796584892,0,0,23040,0
1668552763.7065337,825738.7500000001,800,3000,195968778240,201420431360,457592700928,499999834112,25000000000,27158.129442170644,842229589241,36699791397190,0.00010863251776800001,0,0,23040,0
1668552764.730241,800530.5500000002,800,3000,195968589824,201420431360,457592700928,499999834112,25000000000,38370.33940573952,842229591889,36699791399452,0.000153481357622,0,0,23040,0
1668552765.7090287,824423.3999999999,800,3000,195968798720,201420431360,457592700928,499999834112,25000000000,62975.86543162272,842229595768,36699791403278,0.00025190346172600003,0,0,23040,0
1668552766.709837,1607634.8999999997,800,3000,195886440448,201420431360,457592700928,499999834112,25000000000,75219.20490631285,842229597926,36699791410530,0.00030087681962500003,0,0,23040,0
1668552767.7107468,1011298.7750000003,800,3000,195797753856,201420431360,457592700928,499999834112,25000000000,2539336921.815502,842388461178,36699950253181,10.157347687262009,0,0,23040,2
1668552768.7123048,863918.1750000002,800,3000,195798478848,201420431360,457592700928,499999834112,25000000000,20543.991117964768,842388462442,36699950254489,8.217596447185907e-05,0,0,23040,2
1668552769.7133443,827571.275,800,3000,195799044096,201420431360,457592700928,499999834112,25000000000,11675.862882097734,842388463223,36699950255169,4.670345152839093e-05,0,0,23040,2
1668552770.713786,820750.625,800,3000,195797356544,201420431360,457592700928,499999834112,25000000000,58917.984692656806,842388467033,36699950258727,0.00023567193877,0,0,23040,2
1668552771.7338526,800558.475,800,3000,195799498752,201420431360,457592700928,499999834112,25000000000,93538.97782712044,842388470138,36699950267549,0.000374155911308,0,0,23040,2
1668552772.7152665,883664.3999999999,800,3000,195764273152,201420431360,457592700928,499999834112,25000000000,21568.882677557875,842388471490,36699950268843,8.627553071023151e-05,0,0,23040,2
1668552773.716226,1500064.0249999997,800,3000,195649888256,201420431360,457592700928,499999834112,25000000000,24368.615029455766,842388473051,36699950270331,9.747446011782307e-05,0,0,23040,2
1668552774.7160308,1839021.0750000002,800,3000,195445465088,201420431360,457592700928,499999834112,25000000000,27653.399736019088,842388474543,36699950272295,0.00011061359894400001,0,0,23040,2
1668552775.7184758,1620547.325,800,3000,194999169024,201420431360,457592700928,499999834112,25000000000,208681.77670190856,842388486552,36699950286435,0.000834727106807,7,0,23040,214
1668552776.7185633,1132860.3499999996,800,3000,194299326464,201420431360,457592700928,499999834112,25000000000,35044.93358168018,842388488161,36699950289207,0.000140179734326,4,0,23040,460
1668552777.7203472,1374961.8749999998,800,3000,193905254400,201420431360,457592700928,499999834112,25000000000,3055461.521659599,842388674687,36699950485295,0.012221846086638,3,0,23040,1248
1668552778.7207592,1494585.4000000001,800,3000,193899372544,201420431360,457592700928,499999834112,25000000000,39302991.66639721,842391132034,36699952942846,0.157211966665588,82,59,23040,1248
1668552779.7220244,1555182.1000000006,800,3000,193898479616,201420431360,457592700928,499999834112,25000000000,38748947.44506194,842393556424,36699955368203,0.154995789780247,80,57,23040,1248
