unix,cpu_freq_current,cpu_freq_min,cpu_freq_max,memory_available,memory_total,disk_free,disk_total,net_speed,net_speed_used,net_byte_recv,net_byte_sent,net_util,gpu_util,gpu_memory_util,gpu_memory_total,gpu_memory_used
1668551414.85261,869474.25,800,3000,195957768192,201420431360,457592750080,499999834112,25000000000,0,841271652832,36698833853457,0,0,0,23040,0
1668551416.1217237,803457.8250000002,800,3000,195957215232,201420431360,457592750080,499999834112,25000000000,93854.48676171998,841271659601,36698833861577,0.000375417947046,0,0,23040,0
1668551417.1022286,829518.525,800,3000,195957084160,201420431360,457592750080,499999834112,25000000000,115989.2108694003,841271666961,36698833868433,0.000463956843477,0,0,23040,0
1668551418.1028757,847996.55,800,3000,195901591552,201420431360,457592750080,499999834112,25000000000,18851.80160199456,841271668242,36698833869510,7.540720640797825e-05,0,0,23040,0
1668551419.1046813,856894.5,800,3000,195958759424,201420431360,457592750080,499999834112,25000000000,37340.57994367755,841271670728,36698833871700,0.000149362319774,0,0,23040,0
1668551420.1257672,800507.0000000001,800,3000,195959369728,201420431360,457592750080,499999834112,25000000000,23762.935280059868,841271672469,36698833872992,9.505174112023949e-05,0,0,23040,0
1668551421.106596,856311.5499999998,800,3000,195959476224,201420431360,457592750080,499999834112,25000000000,22478.949285518782,841271673909,36698833874308,8.991579714207514e-05,0,0,23040,0
1668551422.1071105,825695.325,800,3000,195960152064,201420431360,457592750080,499999834112,25000000000,117739.42220851756,841271679266,36698833883676,0.000470957688834,0,0,23040,0
1668551423.1092014,861522.025,800,3000,195960066048,201420431360,457592750080,499999834112,25000000000,25171.36840702781,841271680935,36698833885160,0.00010068547362800001,0,0,23040,0
1668551424.129793,840693.425,800,3000,195960582144,201420431360,457592750080,499999834112,25000000000,24871.851337325388,841271682856,36698833886412,9.948740534930155e-05,0,0,23040,0
1668551425.1100767,915254.0999999999,800,3000,195927670784,201420431360,457592750080,499999834112,25000000000,18149.847156635555,841271684036,36698833887456,7.259938862654223e-05,0,0,23040,0
1668551426.1116464,1084717.3250000002,800,3000,195782197248,201420431360,457592750080,499999834112,25000000000,1252050284.6638978,841350070097,36698912253356,5.008201138655591,0,0,23040,2
1668551427.1336596,815918.7000000001,800,3000,195789000704,201420431360,457592750080,499999834112,25000000000,1259259320.5802333,841430502964,36698992692943,5.037037282320933,0,0,23040,2
