unix,cpu_freq_current,cpu_freq_min,cpu_freq_max,memory_available,memory_total,disk_free,disk_total,net_speed,net_speed_used,net_byte_recv,net_byte_sent,net_util,gpu_util,gpu_memory_util,gpu_memory_total,gpu_memory_used
1668550970.565286,833088.4,800,3000,195962982400,201420431360,457592762368,499999834112,25000000000,0,839998876954,36697559870763,0,0,0,23040,0
1668550971.7682686,804271.775,800,3000,195960967168,201420431360,457592762368,499999834112,25000000000,93999.69207687772,839998885357,36697559876495,0.00037599876830700005,0,0,23040,0
1668550972.7479444,870599.4,800,3000,195961241600,201420431360,457592762368,499999834112,25000000000,35734.27156102445,839998887775,36697559878453,0.00014293708624400002,0,0,23040,0
1668550973.7675288,806818.525,800,3000,195961016320,201420431360,457592762368,499999834112,25000000000,11275.182127593303,839998888576,36697559879089,4.510072851037321e-05,0,0,23040,0
1668550974.7511091,863179.7750000001,800,3000,195959365632,201420431360,457592762368,499999834112,25000000000,202248.85523878087,839998895668,36697559896863,0.0008089954209550001,0,0,23040,0
1668550975.752785,886552.8,800,3000,195917987840,201420431360,457592762368,499999834112,25000000000,39525.7609830023,839998898807,36697559898673,0.000158103043932,0,0,23040,0
1668550976.7539012,1078092.9000000001,800,3000,195789324288,201420431360,457592762368,499999834112,25000000000,2172901938.178118,840134866404,36697695847013,8.691607752712473,0,0,23040,2
1668550977.7546504,921192.7000000002,800,3000,195789737984,201420431360,457592762368,499999834112,25000000000,366150480.58306694,840157767884,36697718748629,1.464601922332267,0,0,23040,2
1668550978.777684,812786.425,800,3000,195778625536,201420431360,457592762368,499999834112,25000000000,8664.426892731944,840157768458,36697718749163,3.4657707570927784e-05,0,0,23040,2
1668550979.7572784,879153.8250000003,800,3000,195789803520,201420431360,457592762368,499999834112,25000000000,27235.76014605046,840157770065,36697718750891,0.000108943040584,0,0,23040,2
1668550980.7584612,826025.475,800,3000,195789787136,201420431360,457592762368,499999834112,25000000000,62230.39422756125,840157771493,36697718757251,0.00024892157691,0,0,23040,2
1668550981.7777474,800488.1,800,3000,195789250560,201420431360,457592762368,499999834112,25000000000,144673.7985944972,840157779728,36697718767449,0.000578695194377,0,0,23040,2
1668550982.7538016,1634195.6000000006,800,3000,195688538112,201420431360,457592762368,499999834112,25000000000,4655.479213301454,840157779972,36697718767773,1.8621916853205814e-05,0,0,23040,2
1668550983.7530766,2341769.4250000007,800,3000,195330449408,201420431360,457592762368,499999834112,25000000000,32551.60091647792,840157782352,36697718769459,0.000130206403665,0,0,23040,2
1668550984.7613919,1713558.5749999997,800,3000,194640535552,201420431360,457592762368,499999834112,25000000000,48064.32948979956,840157783668,36697718774201,0.00019225731795900002,0,0,23040,2
1668550985.7624736,1923293.0500000003,800,3000,193055518720,201420431360,457592762368,499999834112,25000000000,38734.101125524874,840157785533,36697718777183,0.000154936404502,12,1,23040,930
1668550986.7813995,1516659.3250000007,800,3000,190327582720,201420431360,457592762368,499999834112,25000000000,178038.46096097396,840157792649,36697718792743,0.000712153843843,15,1,23040,1932
1668550987.7583356,1994503.4500000007,800,3000,188992323584,201420431360,457592762368,499999834112,25000000000,15271574.026979424,840158724276,36697719726035,0.06108629610791701,34,15,23040,4110
1668550988.7800336,1762599.0999999994,800,3000,188921884672,201420431360,457592762368,499999834112,25000000000,34718799.555064365,840160940895,36697721943432,0.138875198220257,100,63,23040,4932
1668550989.762393,2105792.525,800,3000,188916457472,201420431360,457592762368,499999834112,25000000000,46170922.34178269,840163775098,36697724778784,0.18468368936713,100,64,23040,5062
1668550990.7820487,2149145.325,800,3000,188914753536,201420431360,457592762368,499999834112,25000000000,40673227.06776413,840166366687,36697727371281,0.162692908271056,100,66,23040,5108
1668550991.762242,2171730.4250000003,800,3000,188912308224,201420431360,457592762368,499999834112,25000000000,44265249.12166557,840169077504,36697730084027,0.17706099648666201,100,68,23040,5152
1668550992.7827291,2230980.025,800,3000,188911431680,201420431360,457592762368,499999834112,25000000000,42257891.61293976,840171764078,36697732787907,0.169031566451759,100,68,23040,5200
1668550993.7638588,2043465.8750000002,800,3000,188868890624,201420431360,457592762368,499999834112,25000000000,37812454.388528645,840174083405,36697735105945,0.151249817554114,100,68,23040,5200
1668550994.7651746,2080449.9249999998,800,3000,188909932544,201420431360,457592762368,499999834112,25000000000,39655931.4509321,840176566060,36697737586804,0.15862372580372802,100,65,23040,5292
1668550995.7658305,2114593.5000000005,800,3000,188909449216,201420431360,457592762368,499999834112,25000000000,36288382.830326505,840178836386,36697739855501,0.145153531321306,100,69,23040,5292
1668550996.7687993,2116006.65,800,3000,188911435776,201420431360,457592762368,499999834112,25000000000,44142917.03114514,840181603701,36697742622432,0.17657166812458,100,67,23040,5292
1668550997.7676303,2190086.9999999995,800,3000,188912488448,201420431360,457592762368,499999834112,25000000000,42461668.25895349,840184248000,36697745279637,0.16984667303581302,100,63,23040,5292
1668550998.7681751,2305316.4000000004,800,3000,188912672768,201420431360,457592762368,499999834112,25000000000,34193579.80093643,840186388450,36697747415713,0.136774319203745,66,48,23040,5292
1668550999.7705514,2295256.1249999995,800,3000,188913115136,201420431360,457592762368,499999834112,25000000000,40187741.14821809,840188905986,36697749933582,0.16075096459287203,99,65,23040,5292
