unix,cpu_util,cpu_freq_current,cpu_freq_min,cpu_freq_max,memory_available,memory_total,disk_free,disk_total,net_speed,net_speed_used,net_byte_recv,net_byte_sent,net_util,gpu_util,gpu_memory_util,gpu_memory_total,gpu_memory_used
1677696064.1326635,54.3,2315610.4250000003,800,3000,194453909504,201420382208,471739953152,499999834112,25000000000,0,4003580137214,2839975302318,0,0,0,23040,2
1677696065.2004404,44.6,2379709.15,800,3000,194454233088,201420382208,471739949056,499999834112,25000000000,173324.5931887801,4003580151610,2839975311056,0.000693298372755,0,0,23040,2
1677696066.1831071,45.5,2253838,800,3000,194453544960,201420382208,471739949056,499999834112,25000000000,81647.21311780877,4003580156665,2839975316030,0.00032658885247100004,0,0,23040,2
1677696067.1839702,44.5,2228454.3000000003,800,3000,194454413312,201420382208,471739949056,499999834112,25000000000,143156.44521434882,4003580166875,2839975323730,0.000572625780857,0,0,23040,2
1677696068.1849928,46,2338159.9000000004,800,3000,194455453696,201420382208,471739949056,499999834112,25000000000,168587.60614329609,4003580178218,2839975333482,0.000674350424573,0,0,23040,2
1677696069.1861043,45.3,2390782.9250000003,800,3000,194404700160,201420382208,471739949056,499999834112,25000000000,71696.3090208399,4003580181040,2839975339632,0.000286785236083,0,0,23040,2
1677696070.18819,53.6,2498501.9,800,3000,194304507904,201420382208,471739949056,499999834112,25000000000,233185.64802148534,4003580199829,2839975350052,0.000932742592085,0,0,23040,2
1677696071.1878767,50.8,2422542.3000000003,800,3000,194190180352,201420382208,471739949056,499999834112,25000000000,64660.256895437386,4003580205077,2839975352884,0.00025864102758100003,0,0,23040,2
1677696072.190286,46.1,2364778.925,800,3000,194112438272,201420382208,471739949056,499999834112,25000000000,68522.9132446439,4003580208821,2839975357726,0.00027409165297800003,0,0,23040,2
1677696073.1907833,52,2442060.5,800,3000,193994121216,201420382208,471739949056,499999834112,25000000000,15352.3646372239,4003580209573,2839975358894,6.140945854889561e-05,0,0,23040,2
1677696074.2089589,47.2,2222620.6750000003,800,3000,193858519040,201420382208,471739949056,499999834112,25000000000,113905.69541917201,4003580218686,2839975364278,0.00045562278167600006,0,0,23040,2
1677696075.192149,59.9,2479635.2749999994,800,3000,193681641472,201420382208,471739949056,499999834112,25000000000,84768.96117996081,4003580220972,2839975372410,0.00033907584471900003,0,0,23040,2
1677696076.1939478,47,2181057.549999999,800,3000,193280860160,201420382208,471739949056,499999834112,25000000000,1987440.8558860635,4003580442283,2839975399976,0.007949763423544,0,0,23040,182
1677696077.218078,47,2067331.975,800,3000,192773668864,201420382208,471739949056,499999834112,25000000000,2626894235.714218,4003915861567,2839976265876,10.507576942856872,3,0,23040,370
1677696078.1966257,46.2,2356671.8249999997,800,3000,192604626944,201420382208,471739949056,499999834112,25000000000,10585771174.568125,4005207312866,2839979649979,42.3430846982725,0,0,23040,754
1677696079.2191427,45.4,2264159.1750000003,800,3000,192799793152,201420382208,471739949056,499999834112,25000000000,1544734482.387901,4005404228544,2839980173953,6.178937929551604,0,0,23040,1074
1677696080.1962273,43.9,2270169.75,800,3000,193764294656,201420382208,471739949056,499999834112,25000000000,29663.755739973014,4005404229691,2839980176429,0.00011865502295900001,0,0,23040,2
1677696081.19778,44.5,2316138.05,800,3000,193764352000,201420382208,471739949056,499999834112,25000000000,102081.51010660786,4005404231977,2839980186923,0.00040832604042600004,0,0,23040,2
1677696082.1989968,43.5,2259356.9499999997,800,3000,193765281792,201420382208,471739949056,499999834112,25000000000,165566.52401290849,4005404243674,2839980195947,0.0006622660960510001,0,0,23040,2
1677696083.199718,46,2273153.9749999996,800,3000,193765670912,201420382208,471739949056,499999834112,25000000000,115053.0218965442,4005404252776,2839980201237,0.000460212087586,0,0,23040,2
1677696084.2207925,44,2426979.25,800,3000,193765183488,201420382208,471739949056,499999834112,25000000000,17166.22971739537,4005404253689,2839980202515,6.86649188695815e-05,0,0,23040,2
1677696085.2020874,44,2291783.3,800,3000,193765453824,201420382208,471739949056,499999834112,25000000000,115096.90248014443,4005404262573,2839980207749,0.00046038760992,0,0,23040,2
1677696086.2027166,43.4,2207391.5500000003,800,3000,193752625152,201420382208,471739949056,499999834112,25000000000,11776.590326816447,4005404263226,2839980208569,4.7106361307265796e-05,0,0,23040,2
1677696087.203575,44.1,2333442.2249999987,800,3000,193764683776,201420382208,471739949056,499999834112,25000000000,176920.14821873012,4005404268872,2839980225057,0.000707680592874,0,0,23040,2
1677696088.2045438,44.3,2295249.1250000005,800,3000,193765208064,201420382208,471739949056,499999834112,25000000000,13498.92044908879,4005404269667,2839980225951,5.399568179635516e-05,0,0,23040,2
1677696089.205921,47.5,2407574.725,800,3000,193765965824,201420382208,471739949056,499999834112,25000000000,115840.47541951582,4005404278641,2839980231477,0.00046336190167800003,0,0,23040,2
1677696090.206464,44.1,2264290.8499999996,800,3000,193766510592,201420382208,471739949056,499999834112,25000000000,9043.088540150055,4005404278952,2839980232297,3.6172354160600225e-05,0,0,23040,2
1677696091.225057,43.1,2319623.875,800,3000,193766219776,201420382208,471739949056,499999834112,25000000000,116835.69329408504,4005404288270,2839980237855,0.00046734277317600004,0,0,23040,2
1677696092.2089877,44,2241679.3249999997,800,3000,193766137856,201420382208,471739949056,499999834112,25000000000,129846.52640174658,4005404295784,2839980246311,0.000519386105606,0,0,23040,2
1677696093.2095876,44.2,2392320.1249999995,800,3000,193765969920,201420382208,471739949056,499999834112,25000000000,3469694.6649853936,4005404535399,2839980440668,0.013878778659941,0,0,23040,2
1677696094.2286592,44,2323997.2250000006,800,3000,193765896192,201420382208,471739949056,499999834112,25000000000,20497.08816422634,4005404536900,2839980441778,8.198835265690536e-05,0,0,23040,2
1677696095.211133,43.9,2285526.8000000007,800,3000,193766236160,201420382208,471739949056,499999834112,25000000000,108868.03752868986,4005404545274,2839980446774,0.000435472150114,0,0,23040,2
1677696096.2379568,45.7,1357071.7749999997,800,3000,193766240256,201420382208,471739949056,499999834112,25000000000,116234.16281977546,4005404554495,2839980452472,0.000464936651279,0,0,23040,2
1677696097.2141244,44,2345575.6250000005,800,3000,193766223872,201420382208,471739949056,499999834112,25000000000,23700.846178044638,4005404555471,2839980454388,9.480338471217854e-05,0,0,23040,2
1677696098.2144775,45.7,2350671.6999999997,800,3000,193766481920,201420382208,471739949056,499999834112,25000000000,181519.90569964857,4005404569328,2839980463229,0.000726079622798,0,0,23040,2
1677696099.2327318,44.2,2376911.6250000005,800,3000,193766469632,201420382208,471739949056,499999834112,25000000000,95206.08152160169,4005404571986,2839980472689,0.00038082432608600004,0,0,23040,2
1677696100.216521,44,2239157.125,800,3000,193766502400,201420382208,471739949056,499999834112,25000000000,9262.14675723667,4005404572297,2839980473517,3.7048587028946674e-05,0,0,23040,2
1677696101.2367992,44.4,2247150.850000001,800,3000,193766109184,201420382208,471739949056,499999834112,25000000000,9095.558309344138,4005404572495,2839980474479,3.6382233237376554e-05,0,0,23040,2
1677696102.2181563,47.8,2454500.825,800,3000,193764634624,201420382208,471739949056,499999834112,25000000000,130562.05565740468,4005404581260,2839980481730,0.0005222482226290001,0,0,23040,2
1677696103.2195132,44.6,2364058.5499999993,800,3000,193765040128,201420382208,471739949056,499999834112,25000000000,28792.932593491183,4005404582592,2839980484002,0.00011517173037300001,0,0,23040,2
1677696104.220895,44.9,2358682.4499999997,800,3000,193765597184,201420382208,471739949056,499999834112,25000000000,205252.36707316493,4005404596523,2839980495763,0.000821009468292,0,0,23040,2
1677696105.2214546,47.1,2415132.25,800,3000,193766555648,201420382208,471739949056,499999834112,25000000000,104405.57793726474,4005404598047,2839980507297,0.000417622311749,0,0,23040,2
1677696106.2406955,44.4,2188863.025,800,3000,193766416384,201420382208,471739949056,499999834112,25000000000,5105643.056295126,4005405238314,2839980517515,0.020422572225180003,0,0,23040,2
1677696107.224007,45.5,2319632.3000000003,800,3000,193766232064,201420382208,471739949056,499999834112,25000000000,112257.41748516781,4005405246728,2839980522899,0.00044902966994000005,0,0,23040,2
1677696108.2243695,44.5,2352864.575,800,3000,193766440960,201420382208,471739949056,499999834112,25000000000,151984.88501307848,4005405255815,2839980532817,0.000607939540052,0,0,23040,2
1677696109.2254536,45.1,2313698.8,800,3000,193765593088,201420382208,471739949056,499999834112,25000000000,140599.57750536993,4005405265955,2839980540271,0.0005623983100210001,0,0,23040,2
1677696110.2263498,46.7,2334071.45,800,3000,193765601280,201420382208,471739949056,499999834112,25000000000,20229.869678468378,4005405266746,2839980542011,8.091947871387353e-05,0,0,23040,2
1677696111.2446907,43.3,2494609.6500000004,800,3000,193767571456,201420382208,471739949056,499999834112,25000000000,238835.55856941477,4005405277876,2839980561283,0.0009553422342770001,0,0,23040,2
1677696112.22825,45.6,2269092.25,800,3000,193768091648,201420382208,471739949056,499999834112,25000000000,11013.06167166059,4005405278336,2839980562177,4.405224668664236e-05,0,0,23040,2
1677696113.2491095,43.3,2317018.35,800,3000,193768583168,201420382208,471739949056,499999834112,25000000000,10295654.012035606,4005406575988,2839980578327,0.041182616048142,0,0,23040,2
1677696114.230709,45.9,2331237.249999999,800,3000,193768456192,201420382208,471739949056,499999834112,25000000000,165354.5957771038,4005406587593,2839980587011,0.0006614183831080001,0,0,23040,2
1677696115.231424,44.2,2337517.250000001,800,3000,193756762112,201420382208,471739949056,499999834112,25000000000,9529.186466642985,4005406587965,2839980587831,3.811674586657194e-05,0,0,23040,2
1677696116.252648,44.3,2187445.425,800,3000,193768980480,201420382208,471739949056,499999834112,25000000000,141798.46624537391,4005406598232,2839980595665,0.000567193864981,0,0,23040,2
1677696117.233162,45.2,2300706.8500000006,800,3000,193769377792,201420382208,471739949056,499999834112,25000000000,175124.50926658322,4005406607766,2839980607595,0.000700498037066,0,0,23040,2
1677696118.2342982,44.3,2352918.5249999994,800,3000,193769095168,201420382208,471739949056,499999834112,25000000000,38468.28837052014,4005406609421,2839980610754,0.000153873153482,0,0,23040,2
1677696119.2351587,45.2,2361735.6749999993,800,3000,193769295872,201420382208,471739949056,499999834112,25000000000,158887.28501424397,4005406620955,2839980619098,0.000635549140056,0,0,23040,2
1677696120.2362447,45.5,2370027.6999999997,800,3000,193769521152,201420382208,471739949056,499999834112,25000000000,11643.355355347727,4005406621434,2839980620076,4.657342142139092e-05,0,0,23040,2
