x,percent_benefit,num_partitions,num_cuts,total_modules,best_val,base_val,partitions,C,E,N,I,Wb,IN
1,94.42500369472883,32,31,55,0.8583772475450034,15.396911505275902,"[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 28, 30, 32, 34, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]",0.6896561029795053,0.002543694264179857,0.003727344521827624,0.16872114456549814,0.003727344521827624,0.11545469679146282
500,91.49840523418932,25,24,55,1.327323437649391,15.612640618760677,"[3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 27, 29, 31, 33, 35, 37, 39, 41, 43, 45, 47, 49, 51]",0.7215136450690192,0.002678293930856661,0.003727344521827624,0.14175539961283254,0.003727344521827624,0.08848895183879721
1000,88.76581073004441,18,17,55,1.7811511205811983,15.854736623893809,"[4, 7, 10, 13, 16, 19, 22, 28, 31, 34, 37, 40, 42, 44, 46, 48, 50]",1.0411728394998085,0.0037516480997987134,0.003727344521827624,0.11657817128213724,0.0037516480997987134,0.06331172350810191
1500,86.9925515165879,18,17,55,2.0937872116817244,16.096832629026746,"[4, 7, 10, 13, 16, 19, 22, 28, 31, 34, 37, 40, 42, 44, 46, 48, 50]",1.0411728394998085,0.0037516480997987134,0.003727344521827624,0.11657817128213724,0.0037516480997987134,0.06331172350810191
2000,85.27183004168829,18,17,55,2.4064251786063053,16.33892863415974,"[4, 7, 10, 13, 16, 19, 22, 28, 31, 34, 37, 40, 42, 44, 46, 48, 50]",1.0411728394998085,0.0037516480997987134,0.003727344521827624,0.11657817128213724,0.0037516480997987134,0.06331172350810191
2500,83.60136086669941,18,17,55,2.719062395201259,16.58102463929265,"[4, 7, 10, 13, 16, 19, 22, 28, 31, 34, 37, 40, 42, 44, 46, 48, 50]",1.0411728394998085,0.0037516480997987134,0.003727344521827624,0.11657817128213724,0.0037516480997987134,0.06331172350810191
3000,81.97897226852528,18,17,55,3.031699236631408,16.823120644425725,"[4, 7, 10, 13, 16, 19, 22, 28, 31, 34, 37, 40, 42, 44, 46, 48, 50]",1.0411728394998085,0.0037516480997987134,0.003727344521827624,0.11657817128213724,0.0037516480997987134,0.06331172350810191
3500,80.40261073587011,18,17,55,3.344336935581116,17.065216649558664,"[4, 7, 10, 13, 16, 19, 22, 28, 31, 34, 37, 40, 42, 44, 46, 48, 50]",1.0411728394998085,0.0037516480997987134,0.003727344521827624,0.11657817128213724,0.0037516480997987134,0.06331172350810191
4000,78.87035205562542,18,17,55,3.6569742325685293,17.307312654691618,"[4, 7, 10, 13, 16, 19, 22, 28, 31, 34, 37, 40, 42, 44, 46, 48, 50]",1.0411728394998085,0.0037516480997987134,0.003727344521827624,0.11657817128213724,0.0037516480997987134,0.06331172350810192
5000,76.14285310338295,13,12,55,4.244545403037429,17.79150466495767,"[4, 8, 12, 16, 20, 24, 30, 34, 38, 41, 45, 49]",1.4386885681667843,0.004336112254374545,0.003727344521827624,0.09795473201374102,0.004336112254374545,0.04468828423970571
6000,73.80921836170438,13,12,55,4.786559434834251,18.275741063930074,"[4, 8, 12, 16, 20, 24, 30, 34, 38, 41, 45, 49]",1.4386885681667843,0.004336112254374545,0.003727344521827624,0.09795473201374102,0.004336112254374545,0.04468828423970571
7000,71.5960945447583,13,12,55,5.328573466631068,18.760002827877756,"[4, 8, 12, 16, 20, 24, 30, 34, 38, 41, 45, 49]",1.4386885681667843,0.004336112254374545,0.003727344521827624,0.09795473201374104,0.004336112254374545,0.044688284239705715
8000,69.49432497083056,13,12,55,5.870587498427877,19.244247153404864,"[4, 8, 12, 16, 20, 24, 30, 34, 38, 41, 45, 49]",1.4386885681667843,0.004336112254374545,0.003727344521827624,0.09795473201374104,0.004336112254374545,0.044688284239705715
9000,67.49571392270252,13,12,55,6.412601530224692,19.728479853318646,"[4, 8, 12, 16, 20, 24, 30, 34, 38, 41, 45, 49]",1.4386885681667843,0.004336112254374545,0.003727344521827624,0.09795473201374104,0.004336112254374545,0.044688284239705715
10000,65.592849827872,13,12,55,6.9546155620215115,20.212704415302603,"[4, 8, 12, 16, 20, 24, 30, 34, 38, 41, 45, 49]",1.4386885681667843,0.004336112254374545,0.003727344521827624,0.09795473201374104,0.004336112254374545,0.044688284239705715
