rate,detector_count,q_size,throughput,avg_latency,p99_latency,model_name
8.5,8,1000,7.901765126573363,0.24706335258483886,3.1287170958518984,
9.0,8,1000,8.336309578318748,0.24189775776863098,2.704561047554016,
9.5,8,1000,8.751180705658543,0.29376116061210633,2.9846055650711056,
10.0,8,1000,9.18853255318634,0.38728539657592775,3.445372109413147,
10.5,8,1000,9.601184289146383,0.43473517608642576,3.1567877507209774,
11.0,8,1000,9.99439213221652,0.501205721616745,3.168963041305542,
11.5,8,1000,10.424843003276719,1.031617603302002,4.081044590473175,
12.0,8,1000,10.800170875468103,1.0827213263511657,3.3722088694572445,
12.5,8,1000,10.919313214774137,2.210437968015671,3.8126521134376525,
13.0,8,1000,9.566958316248328,0.7208513784408569,5.608335063457489,
13.5,8,1000,9.837373268153819,0.5470414118766784,4.5925398492813105,
14.0,8,1000,9.683269207641228,0.4974684247970581,3.822384989261627,
14.5,8,1000,10.010100351786805,0.8833782706260681,5.661859097480773,
15.0,8,1000,10.01719378992947,0.6610935106277466,5.5397693109512325,
15.5,8,1000,10.146655795420235,0.6002540318965912,4.29533522605896,
16.0,8,1000,10.009451994087101,0.6457946825027466,4.9517281222343446,
16.5,8,1000,10.098002753083255,0.6853814268112183,4.788496010303497,
17.0,8,1000,9.993109018956817,0.6819629938602447,5.032974126338959,
17.5,8,1000,9.988518893981214,0.8246506853103638,5.562240269184112,
18.0,8,1000,10.255018369247766,0.803341518163681,5.200575752258301,
18.5,8,1000,10.371231578656214,0.809265832901001,5.429258716106415,
19.0,8,1000,10.212512260304917,0.8029484579563141,4.935371811389923,
19.5,8,1000,9.803066737026112,1.0692785232067108,6.25948058605194,
20.0,8,1000,10.123702606919121,0.5885104711055755,4.195630216598511,
1.0,8,1000,0.9893534064958808,0.10538891386985778,0.1357114148139953,
1.5,8,1000,1.474259563638116,0.12227929496765137,0.3927681112289428,
2.0,8,1000,1.949587875955402,0.1299935688972473,1.8041058659553506,
2.5,8,1000,2.4442886664923544,0.09815598511695862,0.28415785312652536,
3.0,8,1000,2.9160460877199723,0.10396006870269775,0.7995091986656186,
3.5,8,1000,3.3968882421205877,0.10842350840568543,1.0823578071594195,
4.0,8,1000,3.8666086429783695,0.1187126853466034,1.6201696181297278,
4.5,8,1000,4.328861218248424,0.11824200224876404,1.9311359739303589,
5.0,8,1000,4.793772943002798,0.12746294212341308,2.059795496463774,
5.5,8,1000,5.249248742899176,0.141083838224411,2.422948486804962,
6.0,8,1000,5.704569879336691,0.15687703323364258,2.670370595455169,
6.5,8,1000,6.143243829076961,0.16293772649765015,2.7257030439376817,
7.0,8,1000,6.581481789452838,0.16659529757499694,2.5914944148063657,
7.5,8,1000,7.007858919575547,0.18245061779022217,2.719892349243164,
8.0,8,1000,6.697823875217822,0.16556142020225526,2.306684567928313,
8.5,8,1000,7.907854404086329,0.24014792370796204,2.9382627439498896,
9.0,8,1000,8.293166737468844,0.2994890444278717,3.162305653095245,
9.5,8,1000,8.277928372590695,0.5756106357574463,5.631185390949249,
10.0,8,1000,8.462929565929002,0.44413870191574095,4.610065824985504,
10.5,8,1000,8.84010031762324,0.4942729630470276,5.149932737350464,
11.0,8,1000,8.877265119033952,0.6016595363616943,5.496956608295441,
11.5,8,1000,9.23752689271158,0.6004083950519562,5.4226731681823725,
12.0,8,1000,9.319369539108346,0.5170301411151886,5.206229853630066,
12.5,8,1000,9.177743760443782,0.5981000216007233,5.266730599403381,
13.0,8,1000,9.424352480216315,0.4969470090866089,4.967103877067566,
13.5,8,1000,9.6700744937627,0.6724188752174377,5.187538130283356,
14.0,8,1000,10.224150046336492,0.9592917649745941,4.925321774482727,
14.5,8,1000,9.632344997377857,0.5722392666339874,5.182524750232696,
15.0,8,1000,10.064171503473492,0.5363663082122803,4.812822852134705,
15.5,8,1000,9.975200106050048,0.8789125626087189,6.147198808193206,
16.0,8,1000,10.081432747637013,0.6694782130718231,5.327203137874603,
16.5,8,1000,10.118373372494439,0.6826125195026398,5.3941566228866575,
17.0,8,1000,9.915513184894218,0.9764799971580506,6.297850394248963,
17.5,8,1000,9.940334256935328,0.6471806290149689,4.850787861347198,
18.0,8,1000,10.303696997005199,0.8256048939228058,6.195979912281036,
18.5,8,1000,10.059106011122287,0.8132568805217743,5.894343750476837,
19.0,8,1000,10.330544702209224,0.5616317224502564,4.138220233917236,
19.5,8,1000,10.01322633661034,1.6920527496337892,6.409912781715393,
20.0,8,1000,10.44725398140178,0.7408859386444092,5.478123724460602,
1.0,1,1000,0.9945864297047728,0.12591377305984497,0.15305106878280628,
20.0,1,1000,10.944088722833527,18.11436566901207,37.207323002815244,
15.0,1,1000,11.67233320988384,8.436007569551467,14.13545939207077,
15.0,1,1000,11.688474611821608,8.318951784610748,14.102686829566956,
15.0,1,1000,10.559114591431257,15.47916238284111,22.414674112796785,
15.0,1,1000,0.19643095739194938,2.8057379722595215,2.8057379722595215,
15.0,1,1000,0.1792655253571598,2.7961714267730713,2.7961714267730713,
15.0,1,1000,0.17812201824374058,2.7819180488586426,2.7819180488586426,
15.0,1,1000,0.1744086896968694,2.865460157394409,2.865460157394409,
15.0,1,1000,0.1706119064649172,2.8883256912231445,2.8883256912231445,
15.0,1,1000,0.1737206755778279,2.711822032928467,2.711822032928467,
15.0,1,1000,14.307130787868548,0.11550434064865113,2.406573252677917,
15.0,1,1000,14.290373433339708,0.11896287369728088,2.5003764533996575,
15.0,1,1000,14.293803296788651,0.9579765346050263,9.249387431144713,
1000.0,1,1000,32.31893994409583,15.644153620004653,21.722496738433836,
1000.0,2,1000,37.038814305525676,12.634743283748627,17.782832322120665,
1000.0,2,1000,41.98209468322096,6.239001970529556,8.265225887298584,
1000.0,1,1000,38.53143690704391,9.122353881597519,9.59491811990738,
1000.0,2,1000,42.663350952135474,6.443343066692353,8.511316092014313,
1000.0,1,1000,12.704160315488618,34.83960150527954,61.07020103931427,
1000.0,2,1000,12.642692618049052,33.04795767068863,59.65860951900482,
1000.0,1,1000,12.80605086685078,34.23300107765198,60.32286809921265,
1000.0,2,1000,12.566935165213993,33.19115855121613,59.7705237698555,
1000.0,1,1000,21.893047062907492,9.831735392093659,10.584158217906952,
1000.0,1,1000,33.79276697865776,14.639055013418197,20.324277052879335,
1000.0,2,1000,52.488885996133,6.473198297739029,9.77134363412857,
1000.0,4,1000,14.431503688925961,31.332123216867448,59.37334868192673,
1000.0,1,1000,12.824534122786314,36.42631217336655,68.23554397344589,inception_v3
1000.0,2,1000,13.675587235376922,33.584709405183794,63.35794384479523,inception_v3
1000.0,4,1000,13.393558978710473,34.27684098267555,64.82021632432938,inception_v3
1000.0,1,1000,13.018403059350046,35.268866837263104,66.9045034956932,vit_b16_in1k
1000.0,2,1000,13.7880393811644,33.21720087337494,62.743367793560026,vit_b16_in1k
1000.0,4,1000,13.228391912506428,34.605331062555315,65.74947204351425,vit_b16_in1k
1000.0,1,1000,12.926461488356344,35.533901022911074,67.49274639606476,vgg19_bn
1000.0,2,1000,13.654369011889147,33.862951451301576,63.447999927997586,vgg19_bn
1000.0,4,1000,13.272045566382683,34.39991201639175,65.34048059225083,vgg19_bn
1000.0,1,1000,12.998191922640617,35.38197931480408,67.05457419633865,wide_resnet101_2
1000.0,2,1000,13.598300674089002,33.76467931818962,63.82130777835846,wide_resnet101_2
1000.0,4,1000,12.897079054991087,35.72268487739563,67.59846478939056,wide_resnet101_2
1000.0,1,1000,12.882057661580593,35.86573793435097,67.94191743135453,vit_h14_in1k
1000.0,2,1000,13.769006659675096,33.22509578609466,62.748132667541505,vit_h14_in1k
1000.0,4,1000,13.720760509203393,33.47846390748024,62.97558721780777,vit_h14_in1k
1000.0,1,1000,21.278974260156826,15.827750962257385,21.382112114429475,resnet50
1000.0,2,1000,52.22761791011977,6.550068095445633,9.828921229839326,resnet50
1000.0,4,1000,14.167277041545978,32.168145567178726,60.761369721889494,resnet50
15.0,1,1000,10.281039419423102,1.2865245640277863,11.308765244483947,resnet50
1000.0,1,1000,37.31322211620168,9.870982528924943,16.22675387620926,resnet50,61.17932648048126
1000.0,1,1000,43.39770907537494,8.088004140138626,12.695187411308288,resnet50,78.21928520624887
1000.0,1,1000,41.49831459697545,8.956983574390412,13.717415664196015,resnet50,72.41549961968217
1000.0,2,1000,51.14120758830766,6.422258149147034,9.03264044046402,resnet50,55.03942240252172
1000.0,4,1000,14.422207059638694,30.474059830904007,58.294623725414276,resnet50,4.256359802803156
1000.0,1,1000,36.81878390858367,10.716928284168244,16.789502754211426,inception_v3,59.137335661338795
1000.0,2,1000,38.07307143415658,9.759595452547073,15.725618147850037,inception_v3,31.566235663701782
1000.0,4,1000,14.210452167734092,31.189173936128615,59.43188991069794,inception_v3,4.174932931592055
1000.0,1,1000,29.275479239898917,15.224238369226455,23.6646479845047,wide_resnet101_2,41.9646786669078
1000.0,2,1000,28.845306687116693,15.382309994220734,24.051584837436675,wide_resnet101_2,20.64884983956364
1000.0,4,1000,14.091152836990364,30.669266129732133,59.802365188598635,wide_resnet101_2,4.146285361037023
1000.0,1,1000,34.44817077537689,14.079311161756516,18.696546647548676,resnet50,53.230604612690264
1000.0,1,1000,31.675616859450507,12.739217956066131,21.07676162481308,wide_resnet101_2,47.07499601002667
1000.0,2,1000,31.092845730053362,12.909799673080444,21.624385483264923,wide_resnet101_2,22.94722264513678
1000.0,4,1000,13.582114112025895,33.99666297149658,62.5835378575325,wide_resnet101_2,3.9657889139864633
1000.0,1,1000,35.08863659900006,13.468649176120758,18.11051619529724,resnet50,54.94619854885477
1000.0,2,1000,31.866032691526485,18.290520936012268,21.00350121498108,resnet50,23.74989275457999
1000.0,4,1000,11.405373869419567,48.650284324645995,76.54166845560074,resnet50,3.2468307610808695
1000.0,1,1000,27.179847550640115,21.100989325523376,26.35129296541214,resnet50,37.80490319834061
1000.0,1,1000,25.720949688943175,20.067634276390077,28.41676342010498,wide_resnet101_2,34.98563353276563
1000.0,2,1000,21.84810258033539,26.49391696381569,35.18831543922424,wide_resnet101_2,14.144122027827219
1000.0,4,1000,13.41951746221723,34.426778330564495,63.55680344104767,wide_resnet101_2,3.907038778787558
1000.0,1,1000,36.366338378905446,10.953989466905593,17.11524587392807,inception_v3,58.01425752651387
1000.0,2,1000,36.434940187398404,10.88206703710556,16.89920583486557,inception_v3,29.375104053282975
1000.0,4,1000,14.066246063405009,31.806767578840255,59.98718450546264,inception_v3,4.134670877319889
1000.0,1,1000,11.059979450971731,43.262619671106336,79.18030629873276,vit_h14,12.513911991172705
1000.0,1,1000,2.762883512698041,179.07121379351616,348.0656617021561,vit_h14_in1k,2.8448393372225613
1000.0,2,1000,2.5137096396165894,197.74783498334884,383.52247294187544,vit_h14_in1k,1.2920343315342044
1000.0,1,1000,25.82437828836753,16.90454342842102,28.247777855396272,vit_b16_in1k,35.117133189447806
1000.0,2,1000,26.6449279125571,15.471063301086426,26.90083526134491,vit_b16_in1k,18.438888173469785
1000.0,4,1000,18.169491830862523,19.978786530017853,43.96845216989517,vit_b16_in1k,5.627289609530655
1000.0,1,1000,43.27686053900281,8.600586523771286,12.810729832649232,vgg19_bn,77.56318787264478
1000.0,2,1000,44.66163384778515,7.822615024566651,12.010542149543761,vgg19_bn,41.338455848324955
1000.0,4,1000,15.441403471331544,26.531180352211,53.633472509384156,vgg19_bn,4.61340453245459
1000.0,4,1000,2.497339570491561,198.6982018122673,384.83946609020234,vit_h14_in1k,0.6442297838047076
1000.0,1,1000,29.0721338889188,10.688903227806092,18.342493736743926,resnet50,54.10891006468629
1000.0,1,1000,4.187196042107504,113.76334406733513,220.45405249834062,vit_b16_in1k,4.492105429707067
1000.0,1,1000,26.40570770194385,14.237385293960571,25.6446426987648,inception_v3,38.730743147907106
1000.0,1,1000,9.944800517765517,46.157268364191054,88.09404143810272,wide_resnet101_2,11.243040592522014
1000.0,1,1000,14.070997361459868,31.288831300020217,58.12952309131622,vgg19_bn,17.04828086991356
1000.0,1,1000,2.844663994568255,177.04474125623702,343.6352261376381,vit_h14_in1k,0.2881053459465861
1000.0,2,1000,2.8363854059096343,180.72211161136627,345.187743563652,vit_h14_in1k,0.1447565903034862
1000.0,1,1000,2.1223580742449717,242.91954881906508,459.6617350268364,vit_h14_in1k,0.21551403905041194
1000.0,2,1000,5.634669630397339,90.31296459674836,170.6535208058357,vit_h14_in1k_half,0.2929823590364372
1000.0,4,1000,2.4888876240301085,208.02939692735671,394.0564960980415,vit_h14_in1k_half,0.06352439938030686
1000.0,1,1000,4.3676813427871,116.10512323141099,219.18205818414688,vit_h14_in1k_half,0.4519541778316436
1000.0,1,1000,13.074474304810932,44.926257095336915,68.92515627622605,vit_h14_in1k,1.4406614499313004
1000.0,2,1000,14.736517032597918,33.709400997161865,59.723442490100865,vit_h14_in1k,0.8307131425921821
1000.0,4,1000,14.01339441077752,36.64545036315918,62.75065975904465,vit_h14_in1k,0.3994333137621357
1000.0,1,1000,26.700852994772212,16.34853575229645,27.86532186985016,vit_h14_in1k_half,3.558187982684774
1000.0,2,1000,26.43321131473467,17.840923142433166,30.487603397369387,vit_h14_in1k_half,1.6289254042031174
1000.0,4,1000,25.55051723772533,18.393351814746858,31.261988649368288,vit_h14_in1k_half,0.8085979396868812
1000.0,1,1000,54.780269785943126,8.331906678676605,10.437541162967682,resnet50,16.096513131619062
