action,module_idx,num_modules,cold_start_time,exec_time,input_shape,input_bytes,file_size,send_time
cold_start,,5,2.2419230937957764,0.012310028076171875,"[1, 125]",1000,890450183,0.23357892036437988
cold_start,,5,2.236910820007324,0.011461496353149414,"[1, 125]",1000,890456965,0.22806954383850098
cold_start,,5,2.231037139892578,0.011765003204345703,"[1, 125]",1000,890457083,0.22664093971252441
cold_start,,5,2.2266271114349365,0.012282848358154297,"[1, 125]",1000,890457085,0.22877907752990723
cold_start,,5,2.2953882217407227,0.010850191116333008,"[1, 125]",1000,890457085,0.2306225299835205
cold_start,,5,2.550098180770874,0.01115870475769043,"[1, 125]",1000,890457085,0.22691845893859863
cold_start,,5,2.243877649307251,0.011523962020874023,"[1, 125]",1000,890457085,0.23077011108398438
cold_start,,5,2.2280893325805664,0.011815309524536133,"[1, 125]",1000,890457085,0.22684001922607422
cold_start,,5,2.222639560699463,0.010915517807006836,"[1, 125]",1000,890457085,0.22647690773010254
cold_start,,5,2.2158396244049072,0.011304616928100586,"[1, 125]",1000,890457085,0.2266368865966797
cold_start,,5,2.257044553756714,0.01120305061340332,"[1, 315]",2520,890457085,0.23885822296142578
cold_start,,5,2.6600229740142822,0.01387476921081543,"[1, 315]",2520,890457085,0.38570713996887207
cold_start,,5,2.420055627822876,0.015552997589111328,"[1, 315]",2520,890457085,0.14844632148742676
cold_start,,5,2.305878162384033,0.011589288711547852,"[1, 315]",2520,890457085,0.20233821868896484
cold_start,,5,2.20354962348938,0.011043548583984375,"[1, 315]",2520,890457085,0.14565229415893555
cold_start,,5,2.2196767330169678,0.010972738265991211,"[1, 315]",2520,890457085,0.14346003532409668
cold_start,,5,2.2352311611175537,0.01094675064086914,"[1, 315]",2520,890457085,0.15687823295593262
cold_start,,5,2.220181465148926,0.010788679122924805,"[1, 315]",2520,890457085,0.1483464241027832
cold_start,,5,2.2218871116638184,0.010548591613769531,"[1, 315]",2520,890457259,0.14653968811035156
cold_start,,5,2.1935927867889404,0.011456012725830078,"[1, 315]",2520,890457269,0.1413261890411377
cold_start,,5,2.2268576622009277,0.010948657989501953,"[1, 88]",704,890457269,0.1400449275970459
cold_start,,5,2.240095615386963,0.014647960662841797,"[1, 88]",704,890457269,0.14196300506591797
cold_start,,5,2.181046962738037,0.011022090911865234,"[1, 88]",704,890457269,0.13933110237121582
cold_start,,5,2.2303247451782227,0.010790348052978516,"[1, 88]",704,890457269,0.15058469772338867
cold_start,,5,2.1853184700012207,0.010941028594970703,"[1, 88]",704,890457269,0.14075684547424316
cold_start,,5,2.236049175262451,0.01067972183227539,"[1, 88]",704,890457269,0.14413046836853027
