action,module_idx,num_modules,cold_start_time,exec_time,input_shape,input_bytes,file_size,send_time
cold_start,,15,1.2654814720153809,0.023289918899536133,"[1, 145]",1160,498972735,0.1257326602935791
cold_start,,15,1.2093260288238525,0.010168075561523438,"[1, 145]",1160,498985227,0.12747502326965332
cold_start,,15,1.2352125644683838,0.013895273208618164,"[1, 145]",1160,498985793,0.12578463554382324
cold_start,,15,1.450270652770996,0.014464855194091797,"[1, 145]",1160,498986259,0.13749933242797852
cold_start,,15,1.2855803966522217,0.013988018035888672,"[1, 145]",1160,498986259,0.12930965423583984
cold_start,,15,1.1348633766174316,0.012956857681274414,"[1, 145]",1160,498986259,0.12941288948059082
cold_start,,15,1.2745561599731445,0.013106346130371094,"[1, 145]",1160,498986259,0.13554048538208008
cold_start,,15,1.2593193054199219,0.015175580978393555,"[1, 145]",1160,498986259,0.12896275520324707
cold_start,,15,1.2835693359375,0.01799917221069336,"[1, 145]",1160,498986259,0.13209271430969238
cold_start,,15,1.3931934833526611,0.014955997467041016,"[1, 145]",1160,498986259,0.1318798065185547
cold_start,,15,1.3530299663543701,0.011440753936767578,"[1, 372]",2976,498986259,0.1398029327392578
cold_start,,15,1.2491705417633057,0.012149572372436523,"[1, 372]",2976,498986259,0.1405165195465088
cold_start,,15,1.223620891571045,0.010514974594116211,"[1, 372]",2976,498986259,0.12506651878356934
cold_start,,15,1.296123743057251,0.012808561325073242,"[1, 372]",2976,498986259,0.12623286247253418
cold_start,,15,1.2522599697113037,0.012705326080322266,"[1, 372]",2976,498986259,0.13211393356323242
cold_start,,15,1.235729455947876,0.013592243194580078,"[1, 372]",2976,498986323,0.12517285346984863
cold_start,,15,1.2305736541748047,0.009813785552978516,"[1, 372]",2976,498986259,0.13263344764709473
cold_start,,15,1.2322540283203125,0.010062932968139648,"[1, 372]",2976,498986323,0.12670230865478516
cold_start,,15,1.4954509735107422,0.01424407958984375,"[1, 372]",2976,498986259,0.13165926933288574
cold_start,,15,1.2500412464141846,0.017483949661254883,"[1, 372]",2976,498986259,0.16399860382080078
cold_start,,15,1.2445900440216064,0.0103607177734375,"[1, 85]",680,498986259,0.13252019882202148
cold_start,,15,1.454183578491211,0.014379501342773438,"[1, 85]",680,498986259,0.14577126502990723
cold_start,,15,1.2505724430084229,0.016651391983032227,"[1, 85]",680,498986715,0.13653111457824707
cold_start,,15,1.2352676391601562,0.015831470489501953,"[1, 85]",680,498986651,0.13060736656188965
cold_start,,15,1.2727644443511963,0.014314651489257812,"[1, 85]",680,498986715,0.2024087905883789
cold_start,,15,1.3138630390167236,0.02236628532409668,"[1, 85]",680,498986715,0.12839484214782715
cold_start,,15,1.4319500923156738,0.013175487518310547,"[1, 85]",680,498986715,0.16732501983642578
cold_start,,15,1.2682435512542725,0.013364076614379883,"[1, 85]",680,498986715,0.14285016059875488
cold_start,,15,1.2475290298461914,0.010393381118774414,"[1, 85]",680,498986715,0.13852858543395996
cold_start,,15,1.2469193935394287,0.01014399528503418,"[1, 85]",680,498986651,0.13586759567260742
cold_start,,15,1.285672903060913,0.017772674560546875,"[1, 62]",496,498986715,0.12632441520690918
cold_start,,15,1.1003444194793701,0.010070562362670898,"[1, 62]",496,498986715,0.13005495071411133
cold_start,,15,1.1989071369171143,0.009964466094970703,"[1, 62]",496,498986715,0.12618684768676758
cold_start,,15,1.2014548778533936,0.009861946105957031,"[1, 62]",496,498986651,0.13440203666687012
cold_start,,15,1.3124535083770752,0.01097249984741211,"[1, 62]",496,498986651,0.1261897087097168
cold_start,,15,1.1870474815368652,0.01000666618347168,"[1, 62]",496,498986715,0.1260221004486084
cold_start,,15,1.2014575004577637,0.010539531707763672,"[1, 62]",496,498986715,0.12884020805358887
cold_start,,15,1.222318172454834,0.009919166564941406,"[1, 62]",496,498986715,0.1312577724456787
cold_start,,15,1.2607080936431885,0.010113954544067383,"[1, 62]",496,498986715,0.12675738334655762
cold_start,,15,1.2416117191314697,0.012648344039916992,"[1, 62]",496,498986715,0.13139677047729492
cold_start,,15,1.2437281608581543,0.010071754455566406,"[1, 70]",560,498986715,0.12617206573486328
cold_start,,15,1.234025001525879,0.009796380996704102,"[1, 70]",560,498986715,0.12596487998962402
cold_start,,15,1.2409543991088867,0.009852409362792969,"[1, 70]",560,498986715,0.13193082809448242
cold_start,,15,1.2168877124786377,0.015476226806640625,"[1, 70]",560,498986715,0.1437995433807373
cold_start,,15,1.2635822296142578,0.012879610061645508,"[1, 70]",560,498986715,0.12872791290283203
cold_start,,15,1.301208257675171,0.009952545166015625,"[1, 70]",560,498986715,0.1331334114074707
