unix,cpu_freq_current,cpu_freq_min,cpu_freq_max,memory_available,memory_total,disk_free,disk_total,net_speed,net_speed_used,net_byte_recv,net_byte_sent,gpu_util,gpu_memory_util,gpu_memory_total,gpu_memory_used
1668539991.630126,950777.9249999999,800,3000,195976138752,201420431360,457593409536,499999834112,25000000000,0,805714672812,36675706549749,0,0,23040,0
1668539992.830097,819371.9000000004,800,3000,195975008256,201420431360,457593409536,499999834112,25000000000,20132.153854437565,805714685854,36675706560865,0,0,23040,0
1668539993.809796,829850.025,800,3000,195975704576,201420431360,457593409536,499999834112,25000000000,5704.812632083084,805714689331,36675706562977,0,0,23040,0
1668539994.8107886,825948.1499999998,800,3000,195975340032,201420431360,457593409536,499999834112,25000000000,4657.377382744702,805714691633,36675706565337,0,0,23040,0
1668539995.8301513,800551.5500000002,800,3000,195975671808,201420431360,457593409536,499999834112,25000000000,221439.33915079743,805714807196,36675706675501,0,0,23040,0
1668539996.813087,824640.5750000001,800,3000,195975737344,201420431360,457593409536,499999834112,25000000000,17602.372749519676,805714815722,36675706684277,0,0,23040,0
1668539997.8139584,820512.925,800,3000,195975442432,201420431360,457593409536,499999834112,25000000000,34761.70795569942,805714834605,36675706700186,0,0,23040,0
1668539998.8147643,821841.975,800,3000,195976343552,201420431360,457593409536,499999834112,25000000000,27635.729614711352,805714849693,36675706712756,0,0,23040,0
1668539999.8154213,824257.175,800,3000,195975675904,201420431360,457593409536,499999834112,25000000000,26817.37879372704,805714865464,36675706723820,0,0,23040,0
1668540000.8169873,824080.25,800,3000,195975069696,201420431360,457593409536,499999834112,25000000000,17796.13244488287,805714876060,36675706731048,0,0,23040,0
1668540001.8180192,840250.6,800,3000,195975753728,201420431360,457593409536,499999834112,25000000000,76927.62026488628,805714905527,36675706778588,0,0,23040,0
1668540002.818842,833680.7499999999,800,3000,195976626176,201420431360,457593397248,499999834112,25000000000,29541.693610989685,805714923829,36675706789852,0,0,23040,0
1668540003.8190756,825021.7499999999,800,3000,195976298496,201420431360,457593397248,499999834112,25000000000,62087.4932443191,805714974005,36675706801778,0,0,23040,0
1668540004.8210268,825061.375,800,3000,195976384512,201420431360,457593397248,499999834112,25000000000,7116.114910976546,805714977535,36675706805378,0,0,23040,0
1668540005.8220608,821754.5999999999,800,3000,195977289728,201420431360,457593397248,499999834112,25000000000,8102.6217159314165,805714981686,36675706809338,0,0,23040,0
1668540006.8227987,823001.8749999999,800,3000,195976949760,201420431360,457593397248,499999834112,25000000000,5911.637769961826,805714984536,36675706812404,0,0,23040,0
1668540007.8461423,800546.25,800,3000,195977064448,201420431360,457593397248,499999834112,25000000000,10978.717612868324,805714990091,36675706818084,0,0,23040,0
1668540008.825201,822262.2999999999,800,3000,195976716288,201420431360,457593397248,499999834112,25000000000,12068.734476082864,805714992815,36675706827176,0,0,23040,0
1668540009.8261437,823791.1000000001,800,3000,195976626176,201420431360,457593397248,499999834112,25000000000,5723.604317790855,805714995752,36675706829968,0,0,23040,0
1668540010.8461137,800503.45,800,3000,195976245248,201420431360,457593397248,499999834112,25000000000,17678.952378459042,805715010520,36675706833232,0,0,23040,0
1668540011.8251498,824059.125,800,3000,195977183232,201420431360,457593397248,499999834112,25000000000,3676.0646789443244,805715012511,36675706834840,0,0,23040,0
1668540012.8293943,828387.7749999998,800,3000,195977351168,201420431360,457593397248,499999834112,25000000000,10425.747228168706,805715017645,36675706840176,0,0,23040,0
1668540013.8303885,822271.2000000002,800,3000,195976925184,201420431360,457593397248,499999834112,25000000000,5715.317799752958,805715020678,36675706842864,0,0,23040,0
1668540014.8502722,800537.9500000002,800,3000,195972501504,201420431360,457593397248,499999834112,25000000000,20469.001885591842,805715027146,36675706857272,0,0,23040,0
1668540015.8326375,865228.725,800,3000,195972444160,201420431360,457593397248,499999834112,25000000000,15080.946922085779,805715035343,36675706863890,0,0,23040,0
1668540016.8335238,821489.1249999999,800,3000,195975172096,201420431360,457593397248,499999834112,25000000000,4012.444164524189,805715037257,36675706865992,0,0,23040,0
1668540017.8347244,830068.175,800,3000,195975340032,201420431360,457593397248,499999834112,25000000000,16166.589164964018,805715044518,36675706874917,0,0,23040,0
1668540018.8541253,870463.0000000001,800,3000,195963158528,201420431360,457593397248,499999834112,25000000000,2660.3862845579774,805715045878,36675706876269,0,0,23040,0
1668540019.835567,1157631.1500000001,800,3000,195821318144,201420431360,457593397248,499999834112,25000000000,62413536.88079456,805715196037,36675767981360,0,0,23040,2
1668540020.8579895,908833.3,800,3000,195789778944,201420431360,457593397248,499999834112,25000000000,111800859.40420455,805724568313,36675872916804,0,0,23040,2
1668540021.8380065,869923.8250000001,800,3000,195634827264,201420431360,457593397248,499999834112,25000000000,111537.86713356976,805724662462,36675872931964,0,0,23040,2
