unix,cpu_util,cpu_freq_current,cpu_freq_min,cpu_freq_max,memory_available,memory_total,disk_free,disk_total,net_speed,net_speed_used,net_byte_recv,net_byte_sent,net_util,gpu_util,gpu_memory_util,gpu_memory_total,gpu_memory_used
1668653908.6187205,11.9,906744.6999999998,800,3000,196142272512,201420431360,457564553216,499999834112,25000000000,0,891648979854,36730162478633,0,0,0,23040,0
1668653909.7096171,0.2,824072.4000000003,800,3000,196142047232,201420431360,457564553216,499999834112,25000000000,99323.80333738968,891648987336,36730162484695,0.000397295213349,0,0,23040,0
1668653910.6897333,0.4,865028.3749999997,800,3000,196141805568,201420431360,457564553216,499999834112,25000000000,24821.548469740846,891648989137,36730162485935,9.928619387896339e-05,0,0,23040,0
1668653911.6900167,0.7000000000000001,888755.7000000001,800,3000,196124381184,201420431360,457564553216,499999834112,25000000000,4558.707698952185,891648989431,36730162486211,1.823483079580874e-05,0,0,23040,0
1668653912.6911774,8.1,1590259.5749999997,800,3000,196073721856,201420431360,457564553216,499999834112,25000000000,15142.425373383134,891648990240,36730162487297,6.0569701493532535e-05,0,0,23040,0
1668653913.6920369,1.7000000000000002,1050815.1999999997,800,3000,196021735424,201420431360,457564553216,499999834112,25000000000,1596819.5352419503,891649163220,36730162514091,0.006387278140967001,0,0,23040,0
1668653914.693359,10.1,1694544.0250000004,800,3000,195867983872,201420431360,457564553216,499999834112,25000000000,145479.671361518,891649173923,36730162521597,0.000581918685446,0,0,23040,2
1668653915.6946797,1.2,1057553.95,800,3000,195846717440,201420431360,457564553216,499999834112,25000000000,2537914847.273207,891808003042,36730321350856,10.15165938909283,0,0,23040,2
1668653916.7139716,0.4,824640.625,800,3000,195845529600,201420431360,457564553216,499999834112,25000000000,5627.436189014834,891808003451,36730321351164,2.2509744756059335e-05,0,0,23040,2
1668653917.6971781,0.2,871638.35,800,3000,195845959680,201420431360,457564553216,499999834112,25000000000,4475.153442145443,891808003761,36730321351404,1.790061376858177e-05,0,0,23040,2
1668653918.7180293,0.4,824774,800,3000,195845152768,201420431360,457564553216,499999834112,25000000000,192897.8606180636,891808009920,36730321369860,0.0007715914424720001,0,0,23040,2
1668653919.6987133,0.2,839950.7500000002,800,3000,195845447680,201420431360,457564553216,499999834112,25000000000,144674.527092323,891808018174,36730321379341,0.0005786981083690001,0,0,23040,2
1668653920.6993089,8.6,1594148.275,800,3000,195772022784,201420431360,457564553216,499999834112,25000000000,4885.090588500482,891808018485,36730321379641,1.9540362354001933e-05,0,0,23040,2
1668653921.6995606,4.3,998125.8250000003,800,3000,195612094464,201420431360,457564553216,499999834112,25000000000,7582.091056786545,891808018977,36730321380097,3.0328364227146183e-05,0,0,23040,2
1668653922.721291,17.7,1298964.7500000005,800,3000,195363713024,201420431360,457564553216,499999834112,25000000000,34161.65283442945,891808021514,36730321381923,0.00013664661133700002,0,0,23040,2
1668653923.7025878,3,1116954.4000000004,800,3000,193660149760,201420431360,457564549120,499999834112,25000000000,8079.105302249325,891808021983,36730321382445,3.23164212089973e-05,0,0,23040,2
1668653924.7039564,2.7,995363.875,800,3000,192527482880,201420431360,457564549120,499999834112,25000000000,171852.81553050395,891808028912,36730321397027,0.0006874112621220001,3,0,23040,274
1668653925.7045312,2.8,1030906.4249999999,800,3000,191865339904,201420431360,457564549120,499999834112,25000000000,6172.4519067890005,891808029110,36730321397601,2.4689807627156002e-05,3,0,23040,520
1668653926.726393,2.7,914958.2750000001,800,3000,192703705088,201420431360,457564549120,499999834112,25000000000,3750.017890344818,891808029415,36730321397775,1.5000071561379273e-05,15,1,23040,1930
1668653927.7065747,4.6,1379105.5999999996,800,3000,193957810176,201420431360,457564549120,499999834112,25000000000,2981030.984147617,891808211996,36730321580438,0.011924123936590002,2,0,23040,3196
1668653928.7257285,3.9,928723.6750000002,800,3000,193905459200,201420431360,457564549120,499999834112,25000000000,3907830.073851816,891808460949,36730321829320,0.015631320295407,0,0,23040,3512
1668653929.7087913,4.6,1400405.725,800,3000,193880928256,201420431360,457564549120,499999834112,25000000000,4455805.111228386,891808724185,36730322113626,0.017823220444913003,100,57,23040,3512
1668653930.7294974,6.8,1027578.3999999999,800,3000,193879949312,201420431360,457564549120,499999834112,25000000000,4769474.419625372,891809028343,36730322417997,0.019077897678501002,100,57,23040,3512
1668653931.7066424,6.8,1423275.1249999998,800,3000,193880227840,201420431360,457564549120,499999834112,25000000000,9764021.126719587,891809624577,36730323014371,0.039056084506878,100,56,23040,3512
1668653932.7242053,6.3,1358299.7250000003,800,3000,193877254144,201420431360,457564549120,499999834112,25000000000,6633315.959272422,891810046535,36730323436140,0.026533263837089004,100,57,23040,3512
1668653933.7084613,6.8,1420745.075,800,3000,193878491136,201420431360,457564549120,499999834112,25000000000,8019848.257353385,891810539719,36730323929654,0.032079393029413004,100,57,23040,3512
1668653934.7302592,6.5,1424302.225,800,3000,193878392832,201420431360,457564549120,499999834112,25000000000,6329682.248238165,891810938225,36730324339605,0.025318728992952,100,56,23040,3512
1668653935.7105823,6.6,1429859.4,800,3000,193878740992,201420431360,457564549120,499999834112,25000000000,6600468.923738738,891811342670,36730324743984,0.026401875694954002,100,56,23040,3512
1668653936.7099457,6.5,1387537.2,800,3000,193878724608,201420431360,457564549120,499999834112,25000000000,9691617.466647135,891811948076,36730325349259,0.038766469866588,100,56,23040,3512
1668653937.7375715,6.7,1442952.075,800,3000,193879187456,201420431360,457564549120,499999834112,25000000000,9002607.765774708,891812526250,36730325927499,0.036010431063098,100,56,23040,3512
1668653938.7178802,5.2,1426645.7249999999,800,3000,193879732224,201420431360,457564549120,499999834112,25000000000,6913454.413107141,891812949868,36730326351046,0.027653817652428,100,56,23040,3512
1668653939.7138398,6.8,1611154.0499999998,800,3000,193878003712,201420431360,457564549120,499999834112,25000000000,8806775.597672883,891813490741,36730326906572,0.035227102390691004,100,57,23040,3512
1668653940.7148135,6.3,1422743.8249999995,800,3000,193876705280,201420431360,457564549120,499999834112,25000000000,6016565.661128986,891813867237,36730327282879,0.024066262644515002,100,56,23040,3512
1668653941.715592,6.5,1388799.65,800,3000,193877254144,201420431360,457564549120,499999834112,25000000000,9217560.7128183,891814443721,36730327859487,0.036870242851273,100,57,23040,3512
1668653942.7165933,6.4,1381327.7750000001,800,3000,193877712896,201420431360,457564549120,499999834112,25000000000,7155211.071920856,891814891494,36730328307011,0.028620844287683002,100,56,23040,3512
1668653943.717628,6.7,1386106.3250000002,800,3000,193878020096,201420431360,457564549120,499999834112,25000000000,6219220.744465117,891815280470,36730328696242,0.02487688297786,100,57,23040,3512
1668653944.7185004,6.6,1371118.2749999997,800,3000,193877102592,201420431360,457564549120,499999834112,25000000000,8322683.51078273,891815796128,36730329221827,0.03329073404313,100,56,23040,3512
1668653945.7196288,6.7,1394585.125,800,3000,193875918848,201420431360,457564549120,499999834112,25000000000,6194258.181433504,891816183511,36730329609600,0.024777032725734,100,56,23040,3512
1668653946.7198086,5.8,1365020.8750000005,800,3000,193874894848,201420431360,457564549120,499999834112,25000000000,7382568.853251612,891816645694,36730330070404,0.029530275413006003,100,56,23040,3512
