unix,cpu_freq_current,cpu_freq_min,cpu_freq_max,memory_available,memory_total,disk_free,disk_total,net_speed,net_speed_used,net_byte_recv,net_byte_sent,net_util,gpu_util,gpu_memory_util,gpu_memory_total,gpu_memory_used
1668551260.9752991,1032741.5000000001,800,3000,195888959488,201420431360,457592754176,499999834112,25000000000,0,840953371608,36698515230497,0,0,0,23040,0
1668551262.0618567,844233.575,800,3000,195956936704,201420431360,457592754176,499999834112,25000000000,82800.94657403103,840953377345,36698515236006,0.000331203786296,0,0,23040,0
1668551263.0425081,872514.25,800,3000,195912282112,201420431360,457592754176,499999834112,25000000000,44076.82581379235,840953380652,36698515238102,0.000176307303255,0,0,23040,0
1668551264.0438533,882734.4999999999,800,3000,195957129216,201420431360,457592754176,499999834112,25000000000,27059.600572007355,840953382409,36698515239732,0.00010823840228800001,0,0,23040,0
1668551265.0444698,880666.825,800,3000,195939135488,201420431360,457592754176,499999834112,25000000000,53694.89438894038,840953385681,36698515243176,0.000214779577555,0,0,23040,0
1668551266.0444295,1224516.725,800,3000,195787436032,201420431360,457592754176,499999834112,25000000000,399801301.0898238,840978374030,36698540227976,1.599205204359295,0,0,23040,2
1668551267.0660143,827217.175,800,3000,195786887168,201420431360,457592754176,499999834112,25000000000,2096434976.7666774,841112227051,36698674085705,8.385739907066709,0,0,23040,2
1668551268.0478942,886685.35,800,3000,195786457088,201420431360,457592754176,499999834112,25000000000,29030.025526533624,841112229148,36698674087171,0.00011612010210600001,0,0,23040,2
1668551269.0698156,818989.9999999999,800,3000,195786985472,201420431360,457592754176,499999834112,25000000000,26115.51152347892,841112231408,36698674088247,0.00010446204609300001,0,0,23040,2
1668551270.0499187,862324.0250000001,800,3000,195787202560,201420431360,457592754176,499999834112,25000000000,68458.10992471143,841112235469,36698674092573,0.000273832439698,0,0,23040,2
1668551271.069733,810764.5,800,3000,195787927552,201420431360,457592754176,499999834112,25000000000,3451.6089475619715,841112235633,36698674092849,1.380643579024788e-05,0,0,23040,2
1668551272.051325,1470800.2249999994,800,3000,195697364992,201420431360,457592754176,499999834112,25000000000,94792.9313749303,841112238858,36698674101255,0.00037917172549900005,0,0,23040,2
1668551273.0478346,2147044.0249999994,800,3000,195358027776,201420431360,457592754176,499999834112,25000000000,8670.263102488621,841112239332,36698674101861,3.4681052409954485e-05,0,0,23040,2
1668551274.052955,1564958.225,800,3000,194633486336,201420431360,457592754176,499999834112,25000000000,71513.82935542177,841112242407,36698674107771,0.00028605531742100003,0,0,23040,2
