msg_rate,detector_count,q_size,throughput,avg_latency,p99_latency,model_name,max_count,average_rate
1000.0,1,1000,4.885450182751339,10.908255299743342,14.253861587047577,codebert_base,98,6.866769236747326
1000.0,1,1,4.519594032622521,0.29117853544196304,2.253547444343569,codebert_base,98,3916.250233426704
