msg_rate,detector_count,q_size,throughput,avg_latency,p99_latency,model_name,max_count,average_rate
1000.0,1,1000,4.8746613848261555,12.168439422334943,14.404652469158172,bart_large,98,6.780195607394604
1000.0,1,1,6.499381253822643,0.16472427212462135,2.0832569074630753,bart_large,98,1076.651331402019
