msg_rate,detector_count,q_size,throughput,avg_latency,p99_latency,model_name,max_count,average_rate
1000.0,1,1000,2.0047135925231765,27.48517772372888,42.71910224199295,albert_xxlarge_v2,98,2.271585334117914
1000.0,1,1,2.192757479092716,0.7701595462098414,2.488047049045563,albert_xxlarge_v2,98,157.19703428803294
